Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,
埼玉日本料理,111台灣台北市士林區天母東路49號,4.3,279,25.1182363,121.5328537,+886 2 2871 6262,"星期一: 11:30 – 14:00, 17:00 – 21:00","星期二: 11:30 – 14:00, 17:00 – 21:00","星期三: 11:30 – 14:00, 17:00 – 21:00","星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=4339532032195890334,3
hale,111台灣台北市士林區中山北路七段37號,4.3,104,25.1195807,121.5306135,+886 2 2873 3777,星期一: 休息,"星期二: 11:30 – 15:00, 17:00 – 20:00","星期三: 11:30 – 15:00, 17:00 – 20:00","星期四: 11:30 – 15:00, 17:00 – 20:00","星期五: 11:30 – 15:00, 17:00 – 20:00",星期六: 11:30 – 20:00,星期日: 11:30 – 20:00,,,https://maps.google.com/?cid=13645642104847651002,
瑞記海南雞飯 天母店,111台灣台北市士林区中山北路七段15號1樓,4.3,348,25.1190534,121.5304101,+886 2 2872 0292,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=4719231519332208695,
Muchas Kitchen,111台灣台北市士林區德行東路93巷6號,5,6,25.1080061,121.5279207,+886 933 644 292,星期一: 11:00 – 19:00,星期二: 休息,星期三: 11:00 – 19:00,星期四: 11:00 – 19:00,星期五: 11:00 – 19:00,星期六: 11:00 – 19:00,星期日: 11:00 – 19:00,,,https://maps.google.com/?cid=9826323536934805445,
CA rolls' 美日式料理,111台灣台北市士林区忠诚路二段140巷3號1F,4.2,511,25.1145562,121.532175,+886 2 2872 7188,"星期一: 11:30 – 14:30, 17:00 – 22:00","星期二: 11:30 – 14:30, 17:00 – 22:00","星期三: 11:30 – 14:30, 17:00 – 22:00","星期四: 11:30 – 14:30, 17:00 – 22:00","星期五: 11:30 – 14:30, 17:00 – 22:00","星期六: 11:30 – 14:30, 17:00 – 22:00","星期日: 11:30 – 14:30, 17:00 – 22:00",,TRUE,https://maps.google.com/?cid=13012413230207271369,2
Gino Green,11148台灣台北市士林區忠誠路二段55號1 樓,4.2,35,25.1118264,121.5315215,+886 2 6617 7775,星期一: 11:00 – 18:00,星期二: 11:00 – 18:00,星期三: 11:00 – 18:00,星期四: 11:00 – 18:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 18:00,,TRUE,https://maps.google.com/?cid=11708438669543193560,
全素披薩 vegetarian pizza,111台灣台北市士林區士東路91巷17號,5,2,25.1132903,121.5295279,,星期一: 16:00 – 21:00,星期二: 休息,星期三: 16:00 – 21:00,星期四: 16:00 – 21:00,星期五: 16:00 – 21:00,星期六: 16:00 – 21:00,星期日: 16:00 – 21:00,,,https://maps.google.com/?cid=3680683235709938911,
TITO蒂朵義式餐廳（TIto Pasta Restaurant),111台灣台北市士林區忠義街6號1樓,4.5,431,25.1055465,121.5294912,+886 2 2838 2908,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=6994108463318021390,2
得意活力早餐店,111台灣台北市士林區忠誠路一段25號,4.5,57,25.1040873,121.5269254,+886 2 2835 5606,星期一: 06:00 – 13:00,星期二: 06:00 – 13:00,星期三: 06:00 – 13:00,星期四: 06:00 – 13:00,星期五: 06:00 – 13:00,星期六: 06:00 – 13:00,星期日: 休息,,,https://maps.google.com/?cid=4330739870362831457,
三攀泰-天母店 一人也能享用泰式料理 天母士林泰式料理｜平價泰式｜天母士林美食推薦｜泰國菜｜附近美食｜restaurants,111台灣台北市士林區德行東路27號,4.5,395,25.1069634,121.5259929,+886 2 2833 1223,"星期一: 11:30 – 14:00, 17:00 – 20:30",星期二: 休息,"星期三: 11:30 – 14:00, 17:00 – 20:30","星期四: 11:30 – 14:00, 17:00 – 20:30","星期五: 11:30 – 14:00, 17:00 – 20:30","星期六: 11:30 – 14:00, 17:00 – 20:30","星期日: 11:30 – 14:00, 17:00 – 20:30",,,https://maps.google.com/?cid=450171709492683242,
P＆M Brunch,111台灣台北市士林區德行東路193號1樓,4.6,156,25.1090244,121.5318078,+886 2 2832 6766,星期一: 09:00 – 16:00,星期二: 09:00 – 16:00,星期三: 休息,星期四: 09:00 – 16:00,星期五: 09:00 – 16:00,星期六: 09:00 – 16:00,星期日: 09:00 – 16:00,,,https://maps.google.com/?cid=13496980158921002016,
MB White Coffee,111台灣台北市士林區中正路120之2號,4.1,1129,25.0961655,121.5287792,+886 2 2832 2080,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=1311282860870265850,2
麥當勞-士林餐廳,111台灣台北市士林區中山北路五段602號,3.9,4410,25.0960802,121.5281658,+886 2 2831 3010,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,FALSE,https://maps.google.com/?cid=13692308623548409060,1
茉莉漢堡 芝山店,111台灣台北市士林區至誠路二段47號,3.9,511,25.1014497,121.5284546,+886 2 2837 7575,星期一: 10:00 – 20:30,星期二: 10:00 – 20:30,星期三: 10:00 – 20:30,星期四: 10:00 – 20:30,星期五: 10:00 – 20:30,星期六: 09:00 – 20:30,星期日: 09:00 – 20:30,,,https://maps.google.com/?cid=17552803252574068522,2
維尼恩早餐店,111台灣台北市士林區中山北路七段132號,4.3,135,25.1227717,121.5321974,+886 2 2872 4570,星期一: 05:30 – 12:00,星期二: 05:30 – 12:00,星期三: 05:30 – 12:00,星期四: 05:30 – 12:00,星期五: 05:30 – 12:00,星期六: 05:30 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=7321723639129164357,1
東方泰國小館(士林店),111台灣台北市士林區忠義街42號,4.1,559,25.105528,121.53059,+886 2 2838 0592,"星期一: 11:00 – 15:00, 17:00 – 21:00","星期二: 11:00 – 15:00, 17:00 – 21:00",星期三: 休息,"星期四: 11:00 – 15:00, 17:00 – 21:00","星期五: 11:00 – 15:00, 17:00 – 21:00","星期六: 11:00 – 15:00, 17:00 – 21:00","星期日: 11:00 – 15:00, 17:00 – 21:00",,,https://maps.google.com/?cid=1195743541842782504,1
國王沙爹 SATAY.TW,111台灣台北市士林區大東路11號,4.2,16,25.0867149,121.525421,,星期一: 18:00 – 23:00,星期二: 18:00 – 23:00,星期三: 18:00 – 23:00,星期四: 18:00 – 23:00,星期五: 18:00 – 23:00,星期六: 16:00 – 23:30,星期日: 16:00 – 23:00,,,https://maps.google.com/?cid=13190065403387021136,
麥當勞-高島屋餐廳,111台灣台北市士林區忠誠路二段55號,3.6,389,25.1118264,121.5315215,+886 2 2831 5961,星期一: 09:00 – 21:30,星期二: 09:00 – 21:30,星期三: 09:00 – 21:30,星期四: 09:00 – 21:30,星期五: 09:00 – 22:00,星期六: 09:00 – 22:00,星期日: 09:00 – 21:30,,,https://maps.google.com/?cid=4701804475710511352,1
小菠蘿早餐店,111台灣台北市士林區士東路80號,3.6,242,25.1119958,121.528623,+886 2 2833 0777,星期一: 05:50 – 13:30,星期二: 05:50 – 13:30,星期三: 05:50 – 13:30,星期四: 05:50 – 13:30,星期五: 05:50 – 13:30,星期六: 05:50 – 13:30,星期日: 05:50 – 13:30,,,https://maps.google.com/?cid=1098125389174119551,1
圓山大飯店-圓苑餐廳,10491台灣台北市中山區中山北路四段1號1樓,4.3,1242,25.078502,121.5265366,+886 2 2886 1818,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,,https://maps.google.com/?cid=10659979476477775541,3
金枝早餐店,111台灣台北市士林區大東路109號,4.6,56,25.0912557,121.5255443,+886 2 2883 7937,星期一: 06:30 – 16:00,星期二: 06:30 – 16:00,星期三: 06:30 – 16:00,星期四: 06:30 – 16:00,星期五: 06:30 – 16:00,星期六: 06:30 – 16:00,星期日: 06:30 – 16:00,,,https://maps.google.com/?cid=13793311001258244114,1
東方美早餐店,111台灣台北市士林區德行東路205號,4.1,109,25.1091577,121.5322048,+886 2 2834 5328,星期一: 06:00 – 14:00,星期二: 06:00 – 14:00,星期三: 06:00 – 14:00,星期四: 06:00 – 14:00,星期五: 06:00 – 14:00,星期六: 06:00 – 14:00,星期日: 06:00 – 14:00,,,https://maps.google.com/?cid=7444551511166167790,1
最愛早餐店,111台灣台北市士林區克強路28號,4.4,36,25.1091261,121.5233514,+886 2 2831 1928,星期一: 06:30 – 12:30,星期二: 06:30 – 12:30,星期三: 06:30 – 12:30,星期四: 06:30 – 12:30,星期五: 06:30 – 12:30,星期六: 07:00 – 13:00,星期日: 07:00 – 13:00,,,https://maps.google.com/?cid=14513501904591696269,
三井日式料理,10491台灣台北市中山區農安街34號,4.2,3470,25.0647701,121.5268633,+886 2 2595 6888,"星期一: 11:30 – 14:00, 17:30 – 21:20","星期二: 11:30 – 14:00, 17:30 – 21:20","星期三: 11:30 – 14:00, 17:30 – 21:20","星期四: 11:30 – 14:00, 17:30 – 21:20","星期五: 11:30 – 14:00, 17:30 – 21:20","星期六: 11:30 – 14:00, 17:30 – 21:20","星期日: 11:30 – 14:00, 17:30 – 21:20",,TRUE,https://maps.google.com/?cid=10408189686237581998,3
印度咖喱屋 | 台北印度料理,"1st Floor, No. 10, Lane 73, Hejiang Street, 中山區台北市台灣 10491",4.8,16,25.058676,121.5400246,+886 972 786 715,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 22:00","星期三: 11:30 – 14:30, 17:30 – 22:00","星期四: 11:30 – 14:30, 17:30 – 22:00","星期五: 11:30 – 14:30, 17:30 – 22:00","星期六: 11:30 – 14:30, 17:30 – 22:00","星期日: 11:30 – 14:30, 17:30 – 22:00",,,https://maps.google.com/?cid=9784822241393507286,
ANiMA,10491台灣台北市中山區中原街40號,4.6,635,25.0575023,121.5287947,+886 2 2541 6901,星期一: 17:30 – 23:00,星期二: 17:30 – 23:00,星期三: 休息,星期四: 17:30 – 23:00,"星期五: 12:00 – 15:00, 17:30 – 23:00","星期六: 12:00 – 15:00, 17:30 – 23:00","星期日: 12:00 – 15:00, 17:30 – 23:00",,,https://maps.google.com/?cid=17759554141084062997,
鴻水餃牛肉麵,10491台灣台北市中山區雙城街12號,4.3,634,25.0646399,121.5243228,,星期一: 18:00 – 23:30,星期二: 18:00 – 23:30,星期三: 休息,星期四: 18:00 – 23:30,星期五: 18:00 – 23:30,星期六: 18:00 – 23:30,星期日: 18:00 – 23:30,,,https://maps.google.com/?cid=461920252275534704,1
吃味餐廳,"17- 號 No. 2, 雙城街中山區台北市台灣 10491",3.7,375,25.0645817,121.5243703,+886 955 106 517,"星期一: 11:30 – 14:30, 16:30 – 22:00","星期二: 11:30 – 14:30, 16:30 – 22:00","星期三: 11:30 – 14:30, 16:30 – 22:00","星期四: 11:30 – 14:30, 16:30 – 22:00","星期五: 11:30 – 14:30, 16:30 – 22:00","星期六: 11:30 – 15:30, 17:00 – 22:00","星期日: 11:30 – 15:30, 17:00 – 22:00",,,https://maps.google.com/?cid=10187655754215595397,
牛車牛肉麵,"號 104, No. 15雙城街中山區台北市台灣 10491",4.3,27,25.0642733,121.5244455,+886 910 346 373,星期一: 10:30 – 15:00,星期二: 10:30 – 15:00,星期三: 10:30 – 15:00,星期四: 10:30 – 15:00,星期五: 10:30 – 15:00,星期六: 10:30 – 15:00,星期日: 10:30 – 15:00,,,https://maps.google.com/?cid=11119878059851522789,1
欣葉呷哺呷哺涮涮鍋,10491台灣台北市中山區雙城街26號,4.3,282,25.0657717,121.5242033,+886 2 2595 5595,"星期一: 11:30 – 14:00, 17:30 – 22:00","星期二: 11:30 – 14:00, 17:30 – 22:00","星期三: 11:30 – 14:00, 17:30 – 22:00","星期四: 11:30 – 14:00, 17:30 – 10:00","星期五: 11:30 – 14:00, 17:30 – 22:00","星期六: 11:30 – 14:00, 17:30 – 22:00","星期日: 11:30 – 14:00, 17:30 – 22:00",,,https://maps.google.com/?cid=5498496787024013759,3
海世界活海鮮餐廳,10491台灣台北市中山區農安街122號,4.2,321,25.064706,121.531263,+886 2 2593 0271,"星期一: 11:00 – 14:00, 17:00 – 22:30","星期二: 11:00 – 14:00, 17:00 – 22:30","星期三: 11:00 – 14:00, 17:00 – 22:30","星期四: 11:00 – 14:00, 17:00 – 22:30","星期五: 11:00 – 14:00, 17:00 – 22:30","星期六: 11:00 – 14:00, 17:00 – 22:30","星期日: 11:00 – 14:00, 17:00 – 22:30",,,https://maps.google.com/?cid=3414183833570931814,3
戰醬燒烤【雙城店】台北美食 台北restaurant 台北吃到飽 台北燒肉 中山區美食 中山區吃到飽 中山國小美食,104台灣台北市中山區雙城街17巷13-3號,4.7,3331,25.0645574,121.5253936,+886 2 2585 5209,星期一: 12:00 – 00:00,星期二: 12:00 – 00:00,星期三: 12:00 – 00:00,星期四: 12:00 – 00:00,星期五: 12:00 – 00:00,星期六: 12:00 – 00:00,星期日: 12:00 – 00:00,,,https://maps.google.com/?cid=2033139375609915459,2
雙城早餐店,10491台灣台北市中山區雙城街10巷10號,3.2,84,25.0640926,121.5234891,+886 2 2587 2350,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 11:00,星期日: 05:00 – 11:00,,,https://maps.google.com/?cid=574851968493459066,
紅翻天生猛海鮮,10491台灣台北市中山區吉林路239號,4,3490,25.061122,121.5304404,+886 2 2537 1629,星期一: 17:00 – 01:30,星期二: 17:00 – 01:30,星期三: 17:00 – 01:30,星期四: 17:00 – 01:30,星期五: 17:00 – 01:30,星期六: 17:00 – 01:30,星期日: 17:00 – 01:30,,,https://maps.google.com/?cid=10611172216442830305,1
史記正宗牛肉麵,10491台灣台北市中山區民生東路二段60號,3.9,1629,25.0578711,121.5296407,+886 2 2563 3836,"星期一: 11:30 – 15:00, 17:30 – 21:00","星期二: 11:30 – 15:00, 17:30 – 21:00","星期三: 11:30 – 15:00, 17:30 – 21:00","星期四: 11:30 – 15:00, 17:30 – 21:00","星期五: 11:30 – 15:00, 17:30 – 21:00","星期六: 11:30 – 15:00, 17:30 – 21:00","星期日: 11:30 – 15:00, 17:30 – 21:00",,,https://maps.google.com/?cid=18412899911991012578,2
禪風茶樓 Zen Tea Restaurant,104台灣台北市中山区松江路182號2樓,4.5,1382,25.0563116,121.5329008,+886 2 2567 8977,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,TRUE,https://maps.google.com/?cid=5910742664701072978,2
無名早餐店,10491台灣台北市中山區中原街114-2號,4.5,199,25.0614389,121.5288723,+886 2 2581 6762,星期一: 03:00 – 13:00,星期二: 03:00 – 13:00,星期三: 03:00 – 13:00,星期四: 03:00 – 13:00,星期五: 03:00 – 13:00,星期六: 03:00 – 13:00,星期日: 03:00 – 13:00,,,https://maps.google.com/?cid=9355154509170199908,1
王媽媽早餐店,10491台灣台北市中山區吉林路77之2號,4.4,135,25.054731,121.530237,+886 2 2511 7226,星期一: 05:00 – 13:30,星期二: 05:00 – 13:30,星期三: 05:00 – 13:30,星期四: 05:00 – 13:30,星期五: 05:00 – 13:30,星期六: 05:00 – 13:30,星期日: 休息,,,https://maps.google.com/?cid=11438819302170722053,1
美而美早餐店,10491台灣台北市中山區一江街36號,4.4,82,25.0537584,121.531408,+886 2 2563 2092,星期一: 07:00 – 13:00,星期二: 07:00 – 13:00,星期三: 07:00 – 13:00,星期四: 07:00 – 13:00,星期五: 07:00 – 13:00,星期六: 07:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=563680315931966349,1
浪漫一生西餐廳,10491台灣台北市中山區民生東路二段76號,4,776,25.0578335,121.530347,+886 2 2523 0445,星期一: 24 小時營業,星期二: 24 小時營業,星期三: 24 小時營業,星期四: 24 小時營業,星期五: 24 小時營業,星期六: 24 小時營業,星期日: 24 小時營業,,,https://maps.google.com/?cid=2051995280580421861,2
韓食村,104台灣台北市中山區南京東路二段115巷3弄6號,4.2,1400,25.0531553,121.5340973,+886 2 2515 6071,"星期一: 11:15 – 14:00, 17:00 – 20:00","星期二: 11:15 – 14:00, 17:00 – 20:00","星期三: 11:15 – 14:00, 17:00 – 20:00","星期四: 11:15 – 14:00, 17:00 – 20:00","星期五: 11:15 – 14:00, 17:00 – 20:00","星期六: 11:15 – 14:00, 17:00 – 19:30",星期日: 休息,,,https://maps.google.com/?cid=1940525319303924954,1
儂來台菜宴,10491台灣台北市中山區民生東路二段86號,4.2,549,25.057837,121.530662,+886 2 2511 3265,"星期一: 11:00 – 14:00, 17:00 – 21:30","星期二: 11:00 – 14:00, 17:00 – 21:30","星期三: 11:00 – 14:00, 17:00 – 21:30","星期四: 11:00 – 14:00, 17:00 – 21:30","星期五: 11:00 – 14:00, 17:00 – 21:30","星期六: 11:00 – 14:00, 17:00 – 21:30","星期日: 11:00 – 14:00, 17:00 – 21:30",,,https://maps.google.com/?cid=17776309389293550310,2
笑月小館,10491台灣台北市中山區新生北路二段141巷58號,4.1,238,25.061515,121.529723,+886 2 2561 0775,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,,https://maps.google.com/?cid=5230132413154241144,2
Cafe49 Restaurant & Bar,10458台灣台北市中山區吉林路49號,4.3,138,25.0531472,121.530352,+886 2 2531 3535,星期一: 07:00 – 21:00,星期二: 07:00 – 21:00,星期三: 07:00 – 21:00,星期四: 07:00 – 21:00,星期五: 07:00 – 21:00,星期六: 07:00 – 21:00,星期日: 07:00 – 21:00,,,https://maps.google.com/?cid=13710696831358603435,
麵太郎居酒屋,10491台灣台北市中山區吉林路288號,3.9,293,25.0610245,121.5300853,+886 2 2571 3329,"星期一: 11:30 – 14:00, 17:00 – 01:30","星期二: 11:30 – 14:00, 17:00 – 01:30","星期三: 11:30 – 14:00, 17:00 – 01:30","星期四: 11:30 – 14:00, 17:00 – 01:30","星期五: 11:30 – 14:00, 17:00 – 01:30","星期六: 11:30 – 14:00, 17:00 – 01:30","星期日: 11:30 – 14:00, 17:00 – 01:30",,,https://maps.google.com/?cid=3966694374104491348,2
喜多士早餐店,10491台灣台北市中山區民權東路二段71巷15號,4.1,693,25.0633474,121.5317457,+886 2 2598 1210,星期一: 休息,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 11:00,星期日: 06:00 – 11:00,,,https://maps.google.com/?cid=5408947714687681812,1
8號極品海鮮餐廳,10491台灣台北市中山區一江街8號,4.4,235,25.0512159,121.53138,+886 2 2523 5588,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,,https://maps.google.com/?cid=2634641326014990488,
一隅 居酒屋,104台灣台北市中山區四平街20號1樓,4.5,217,25.0535785,121.5308881,+886 2 2567 5530,"星期一: 11:30 – 14:00, 18:00 – 00:00","星期二: 11:30 – 14:00, 18:00 – 00:00","星期三: 11:30 – 14:00, 18:00 – 00:00","星期四: 11:30 – 14:00, 18:00 – 00:00","星期五: 11:30 – 14:00, 18:00 – 00:00",星期六: 18:00 – 00:00,星期日: 休息,,,https://maps.google.com/?cid=8614271297229748566,
拉撒咪呀居酒屋,10491台灣台北市中山區新生北路一段78號,4.5,115,25.0474038,121.5300624,+886 2 2511 7520,"星期一: 00:00 – 01:00, 18:00 – 01:00",星期二: 18:00 – 01:00,星期三: 18:00 – 01:00,星期四: 18:00 – 01:00,星期五: 18:00 – 01:00,星期六: 18:00 – 00:00,星期日: 休息,,,https://maps.google.com/?cid=2715126495965415807,
Town by Bryan Nagao Taipei,100台灣台北市中正區信義路二段171號3樓,3.9,301,25.034033,121.52913,+886 2 2341 9777,星期一: 休息,星期二: 18:00 – 22:00,星期三: 18:00 – 22:00,星期四: 18:00 – 22:00,星期五: 18:00 – 22:00,星期六: 18:00 – 22:00,星期日: 18:00 – 22:00,,,https://maps.google.com/?cid=14868699258379013328,
美而美早餐店,100台灣台北市中正區臨沂街33巷24號,4.4,88,25.0396385,121.5310953,+886 2 2396 1632,星期一: 06:00 – 12:30,星期二: 06:00 – 12:30,星期三: 06:00 – 12:30,星期四: 06:00 – 12:30,星期五: 06:00 – 12:30,星期六: 06:30 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=14260766043953721777,1
銀翼餐廳,106台灣台北市大安區金山南路二段18號2樓,3.8,2137,25.0333203,121.526975,+886 2 2341 7799,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=1638095005426167775,2
老王紅燒牛肉麵,106台灣台北市大安區潮州街82號,4.2,1462,25.02908,121.5244318,+886 2 2391 5727,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 休息,星期日: 休息,,,https://maps.google.com/?cid=18062516882177199680,1
小美好牛肉麵,100台灣台北市中正區杭州南路一段143巷39號,4.4,328,25.0356197,121.5272409,+886 2 2391 4936,"星期一: 11:00 – 14:00, 16:30 – 20:30","星期二: 11:00 – 14:00, 16:30 – 20:30","星期三: 11:00 – 14:00, 16:30 – 20:30","星期四: 11:00 – 14:00, 16:30 – 20:30","星期五: 11:00 – 14:00, 16:30 – 20:30","星期六: 11:00 – 14:30, 16:30 – 20:30","星期日: 11:00 – 14:30, 16:30 – 20:30",,,https://maps.google.com/?cid=16750989527458284154,1
皇膳餐廳,100台灣台北市中正區仁愛路二段48號,4.3,363,25.0380485,121.5280065,+886 2 2396 0682,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,,https://maps.google.com/?cid=4512838357054521392,
湄公河畔餐廳,106台灣台北市大安區麗水街16巷6號,3.9,55,25.0317226,121.5285575,+886 2 2321 5810,"星期一: 11:30 – 14:00, 17:30 – 20:30","星期二: 11:30 – 14:00, 17:30 – 20:30","星期三: 11:30 – 14:00, 17:30 – 20:30","星期四: 11:30 – 14:00, 17:30 – 20:30","星期五: 11:30 – 14:00, 17:30 – 20:30","星期六: 11:30 – 14:00, 17:30 – 20:30",星期日: 休息,,,https://maps.google.com/?cid=16978203045039369974,
翠林越南餐廳,106台灣台北市大安區忠孝東路三段10巷16號,3.9,659,25.0410616,121.5333968,+886 2 2721 5110,星期一: 休息,"星期二: 11:20 – 14:30, 17:20 – 20:30","星期三: 11:20 – 14:30, 17:20 – 20:30","星期四: 11:20 – 14:30, 17:20 – 20:30","星期五: 11:20 – 14:30, 17:20 – 20:30","星期六: 11:20 – 14:30, 17:20 – 20:30","星期日: 11:20 – 14:30, 17:20 – 20:30",,,https://maps.google.com/?cid=13346419902275253813,2
香港鑫華茶餐廳,106台灣台北市大安區永康街48號,4.1,3276,25.0289406,121.5296174,+886 2 2391 2022,"星期一: 10:30 – 14:00, 16:30 – 20:30","星期二: 10:30 – 14:00, 16:30 – 20:30","星期三: 10:30 – 14:00, 16:30 – 20:30","星期四: 10:30 – 14:00, 16:30 – 20:30","星期五: 10:30 – 14:00, 16:30 – 20:30","星期六: 10:30 – 14:00, 16:30 – 20:30","星期日: 10:30 – 14:00, 16:30 – 20:30",,TRUE,https://maps.google.com/?cid=16171768365394638089,2
茱莉金牛排餐酒館,106台灣台北市大安區浦城街26巷2號,4.5,1064,25.022762,121.526565,+886 2 2368 0986,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,TRUE,https://maps.google.com/?cid=15496884713712710132,
台電勵進餐廳,106台灣台北市大安區和平東路一段75巷,4,3134,25.0278637,121.5248983,+886 2 2393 4780,"星期一: 11:00 – 13:00, 17:00 – 20:00","星期二: 11:00 – 13:00, 17:00 – 20:00","星期三: 11:00 – 13:00, 17:00 – 20:00","星期四: 11:00 – 13:00, 17:00 – 20:00","星期五: 11:00 – 13:00, 17:00 – 20:00","星期六: 11:00 – 13:00, 17:00 – 20:00",星期日: 休息,,FALSE,https://maps.google.com/?cid=6073768634444348323,2
大師兄牛肉麵,106台灣台北市大安區金山南路二段151號,4.1,478,25.0293111,121.5266654,+886 2 2351 5106,星期一: 休息,"星期二: 11:30 – 14:00, 17:00 – 20:00","星期三: 11:30 – 14:00, 17:00 – 20:00","星期四: 11:30 – 14:00, 17:00 – 20:00","星期五: 11:30 – 14:00, 17:00 – 20:00","星期六: 11:30 – 14:00, 17:00 – 20:00",星期日: 休息,,,https://maps.google.com/?cid=17330269325073707494,2
Kakigori Toshihiko,100台灣台北市中正區金門街2-2號,4.1,754,25.0232114,121.5247093,,星期一: 休息,星期二: 13:00 – 20:00,星期三: 13:00 – 20:00,星期四: 13:00 – 20:00,星期五: 13:00 – 20:00,星期六: 13:00 – 20:00,星期日: 13:00 – 20:00,,,https://maps.google.com/?cid=14777317644378960767,
