,Name,Address,Rating,Rating_str,User Ratings Total,Latitude,Longitude,distance(km),distance_group,Phone,price,rating_trip,type,user_number_trip,users,rating_score,popularity,distance_score
5695,好食鮮麵,20420台灣基隆市安樂區基金三路141號,4.8,4.8,21,25.1565272,121.6957215,22.29112453,4,+886 2 2431 1019,,0,,0,21,96,6,30
5696,樂透小吃-排骨酥麵,207台灣新北市萬里區瑪鋉路6號一樓,4,4,280,25.1754726,121.6876343,23.69694005,4,+886 2 2492 8848,$1-300,0,,0,280,80,50,30
5697,巧沛東方美,204台灣基隆市安樂區武聖街18號204,4.6,4.6,34,25.1573366,121.6961808,22.39185149,4,+886 2 2434 5676,$1-300,0,,0,34,92,10,30
5698,麥當勞-基隆大武崙餐廳,204台灣基隆市安樂區基金一路206-1號,3.9,3.9,2310,25.1419394,121.7099698,21.7976949,4,+886 2 2431 5206,$1-300,0,,0,2310,78,94,30
5699,McCafé咖啡-基隆大武崙店,204台灣基隆市安樂區基金一路206-1號,4.9,4.9,83,25.1419394,121.7099698,21.7976949,4,+886 2 2431 5206,,0,,0,83,98,23,30
5700,夜食居酒屋,201台灣基隆市信義區信一路96巷13號,4.5,4.5,615,25.1292686,121.7504044,23.55613346,4,+886 2 2424 0887,$300-750,0,,0,615,90,70,30
5701,定食8-基隆店,200台灣基隆市仁愛區愛三路128號2樓,4.2,4.2,1312,25.1298789,121.7437885,23.111248,4,+886 2 2427 4732,$300-750,0,,0,1312,84,86,30
5702,金邊蔬食料理,207台灣新北市萬里區瑪鋉路33之1號,5,5,38,25.1757352,121.6874523,23.71403468,4,+886 2 2492 8029,$1-300,0,,0,38,100,11,30
5703,三歌野味,206台灣基隆市七堵區大華二路94號,3.9,3.9,206,25.1051466,121.6946347,17.67421244,4,+886 2 2455 4881,$1-300,0,,0,206,78,42,50
5704,韓越異國料理,206台灣基隆市七堵區福五街72號,4.1,4.1,321,25.0845944,121.6987536,16.3690723,4,+886 2 2452 6152,$1-300,0,,0,321,82,54,50
5706,瘋哥牛肉麵,221台灣新北市汐止區大同路三段388號,4.3,4.3,30,25.0715713,121.6815643,14.11272432,4,+886 925 657 095,$1-300,0,,0,30,86,9,60
5708,【媽媽廚坊】冰鎮ㄟ素食滷味,221台灣新北市汐止区建成路56巷7號1樓,4.5,4.5,41,25.07327,121.6636105,12.95020874,4,+886 2 8642 3252,,0,,0,41,90,12,60
5709,早安美芝城汐止摩天,22186台灣新北市汐止區大同路三段611-2號1F,3.4,3.4,21,25.0753388,121.6829291,14.4945371,4,+886 2 2690 6299,$1-300,0,,0,21,67,6,60
5710,佰味雞鹽酥雞,221台灣新北市汐止區忠孝東路460號,3.4,3.4,54,25.073038,121.666332,13.11888922,4,+886 906 099 079,,0,,0,54,68,16,60
5711,611正宗烏骨雞,221台灣新北市汐止區大同路二段611號,4.1,4.1,284,25.07093,121.663942,12.78313977,4,+886 2 8691 6151,$300-750,0,,0,284,82,51,60
5712,串門,22177台灣新北市汐止區忠孝東路211巷28號汐止火車站旁汐科路上,4.6,4.6,146,25.0677499,121.6614674,12.35532299,4,+886 2 8691 0304,,0,,0,146,92,34,60
5713,漢堡王 汐止大同外帶店,221台灣新北市汐止區大同路二段540號1樓,4.6,4.6,444,25.068649,121.661666,12.44137716,4,+886 2 2690 2259,$300-750,0,,0,444,92,62,60
5714,亞杜蘭廚房,221台灣新北市汐止區大同路二段470號,4.6,4.6,49,25.0677119,121.6602169,12.26529914,4,+886 2 2648 9696,$300-750,0,,0,49,92,14,60
5715,JR創意精緻鐵板料理,221台灣新北市汐止區新興路14號,4.3,4.3,85,25.0646701,121.656261,11.74585399,3,+886 2 2647 2922,,0,,0,85,86,23,70
5716,米麥洋廚館,221台灣新北市汐止區新昌路46號,4.1,4.1,971,25.0679767,121.6624807,12.4443642,4,+886 2 8646 1139,$300-750,0,,0,971,82,80,60
5717,北平烤鴨,221台灣新北市汐止區大同路二段403號,4,4,87,25.06736,121.6581642,12.09530656,4,+886 2 2641 2352,$1-300,0,,0,87,80,24,60
5718,潮味決·湯滷專門店 汐止大同分社,221台灣新北市汐止區大同路二段312巷14號,4.3,4.3,249,25.0659252,121.6557739,11.81476853,3,+886 2 2649 0178,,0,,0,249,86,47,70
5719,McCafé咖啡-汐止大同店,221台灣新北市汐止區大同路二段242號號1樓,5,5,50,25.0655398,121.6540794,11.66818736,3,+886 2 2649 7341,,0,,0,50,100,15,70
5720,黑ㄟ咖喱屋🍛汐止美食 汐止咖哩飯 汐止夜市美食 汐止夜市咖哩飯 汐止車站美食 汐止車站咖哩飯,221台灣新北市汐止區新興路22號,4.4,4.4,347,25.0644806,121.6563564,11.73708528,3,+886 963 394 022,$300-750,0,,0,347,88,56,70
5721,拎粥公砂鍋粥,22159台灣新北市汐止區大同路二段312巷台鐵橋下觀光夜市52號,4.9,4.9,39,25.0655165,121.6566844,11.84371025,3,+886 966 053 967,,0,,0,39,98,11,70
5722,早午J&M BRUNCH《無預約》（自家烘焙歐包.健康酪梨.鮭魚餐）,221台灣新北市汐止區仁愛路206號,4.6,4.6,268,25.0659222,121.6649194,12.45595155,4,+886 2 2648 3886,,0,,0,268,92,49,60
5723,莫克漢堡（汐止總店）,221台灣新北市汐止區仁愛路157號,3.9,3.9,572,25.0650102,121.6638797,12.31017697,4,+886 2 2690 2424,$1-300,0,,0,572,77,68,60
5724,McCafé咖啡-汐止南昌店,221台灣新北市汐止區南昌街45號,5,5,58,25.0684541,121.6630583,12.52297487,4,+886 2 8692 4321,,0,,0,58,100,17,60
5725,天然素食小吃,221台灣新北市汐止區新昌路27-1號,4.4,4.4,49,25.067803,121.6621772,12.4092188,4,+886 2 2641 3032,$1-300,0,,0,49,88,14,60
5726,牛香丼飯屋,221台灣新北市汐止區忠孝東路386號,4.1,4.1,69,25.07018,121.665747,12.8494497,4,+886 910 758 641,,0,,0,69,82,19,60
5727,樂鄉自助餐,221台灣新北市汐止區仁愛路21號,4.2,4.2,178,25.0639313,121.6594349,11.90825187,3,+886 2 2643 4708,$1-300,0,,0,178,84,39,70
5728,McCafé咖啡-汐止新台五店,221台灣新北市汐止區新台五路一段162號,4.8,4.8,55,25.0623419,121.654442,11.43178513,3,+886 2 8642 5343,,0,,0,55,96,16,70
5729,福元食堂,221台灣新北市汐止區新台五路一段147號,4.1,4.1,204,25.0622328,121.6533735,11.34923504,3,+886 910 971 798,,0,,0,204,82,42,70
5730,圓緣素饍,221台灣新北市汐止區仁愛路20號,4.3,4.3,228,25.0629395,121.6597127,11.84973756,3,+886 2 8691 6635,$1-300,0,,0,228,86,45,70
5731,鍋將軍鍋物,221台灣新北市汐止區大同路二段526號,4.4,4.4,337,25.0684888,121.6613452,12.40619573,4,+886 2 2642 9903,$300-750,0,,0,337,88,55,60
5732,Benito貝諾,221台灣新北市汐止區新台五路一段93號B1,4,4,3,25.0610347,121.6459074,10.74832489,3,+886 2 2697 5559,,0,,0,3,80,1,70
5733,MOS BURGER Xizhi Taiwu Shop,221台灣新北市汐止區新台五路一段171號,4,4,685,25.0629197,121.6547194,11.49768823,3,+886 2 2691 9967,$300-750,0,,0,685,80,72,70
5734,蚵仔煎,221台灣新北市汐止區水源路一段265號,3.7,3.7,3,25.0594139,121.6541933,11.17991304,3,+886 2 2643 7909,,0,,0,3,74,1,70
5735,友馬健康餐飲 Steak & lunch,221台灣新北市汐止區水源路二段94號,5,5,1,25.0558888,121.6566199,11.08041773,3,+886 982 382 951,,0,,0,1,100,0,70
5736,椒異所,221台灣新北市汐止區水源路一段192號,4.8,4.8,17,25.0617159,121.6546161,11.39342228,3,+886 958 905 880,,0,,0,17,96,5,70
5737,農安生活館,221台灣新北市汐止區新台五路一段88號1 樓,4,4,11,25.0603306,121.6476069,10.80180102,3,+886 2 2696 4937,,0,,0,11,80,3,70
5738,Hong Ya Hamburger,221台灣新北市汐止區水源路一段238巷1號,4.6,4.6,10,25.060359,121.654095,11.24828061,3,+886 2 8691 8603,$1-300,0,,0,10,92,3,70
5739,漢堡王 汐止遠雄店,221台灣新北市汐止區新台五路一段99號Ｂ１,4.2,4.2,506,25.0625384,121.6494149,11.10634244,3,+886 2 2697 1186,$300-750,0,,0,506,84,65,70
5740,陶板屋 汐止遠雄店,221台灣新北市汐止區新台五路一段99號iFG遠雄廣場2F,4.4,4.4,1139,25.0627297,121.6498287,11.14988272,3,+886 2 2697 2580,$300-750,0,,0,1139,88,83,70
5741,極·黃燜雞米飯 汐科店,221台灣新北市汐止區新台五路一段79號號 B1,4,4,7,25.061683,121.6459607,10.80663736,3,+886 903 509 980,,0,,0,7,80,2,70
5742,鮮芸點心坊,221台灣新北市汐止區新台五路一段82號,5,5,1,25.0607081,121.647263,10.81036263,3,+886 930 929 363,,0,,0,1,100,0,70
5743,川田涮涮鍋,221030台灣新北市汐止區連興街71號,4.4,4.4,962,25.0628751,121.6541914,11.45766971,3,+886 2 8691 9123,$300-750,0,,0,962,88,80,70
5744,福勝亭 汐止店,221台灣新北市汐止區新台五路一段95號B1,3.4,3.4,648,25.0621198,121.6493221,11.06528181,3,+886 2 2690 7454,$300-750,0,,0,648,68,71,70
5745,艾芝園米食艾飲茶健康飲石碇店,223台灣新北市石碇區223,3.8,3.8,29,25.0089121,121.6454961,7.344569825,2,+886 933 864 005,,0,,0,29,76,8,80
5746,笠林懷古料理(笠林茶棧),223台灣新北市石碇區靜安路一段292巷6號,4.1,4.1,655,25.0058247,121.6916872,11.78301231,3,+886 2 2663 2500,$300-750,0,,0,655,82,71,70
5747,笠林茶棧,223台灣新北市石碇區蚯蚓坑11之6號,4.2,4.2,116,25.006046,121.691772,11.79566908,3,+886 2 2663 2690,,0,,0,116,84,29,70
5748,LOFT17森活休閒園區,22341台灣新北市石碇区17號,4.2,4.2,1777,25.0017246,121.674478,9.997455098,3,+886 2 2663 8518,$300-750,0,,0,1777,84,90,70
5749,阿文茶園,223台灣新北市石碇區223,4.3,4.3,23,24.968387,121.6803496,10.68334286,3,+886 2 2917 9866,,0,,0,23,86,7,70
5750,東木河茶莊,23241台灣新北市坪林區北宜路八段206號,4.2,4.2,1079,24.9347305,121.7085395,14.55183211,4,+886 2 2665 6882,$300-750,0,,0,1079,84,82,60
5751,梅春公路飯店,232台灣新北市坪林區北宜路八段22號,4.3,4.3,559,24.9361943,121.7029007,13.96627081,4,+886 2 2665 6370,$1-300,0,,0,559,86,68,60
5752,坪感覺,232台灣新北市坪林區坪林街12號,4.4,4.4,422,24.9361456,121.7119814,14.80825302,4,+886 2 2665 7210,$300-750,0,,0,422,88,61,60
5753,山水龍吟,"232台灣新北市坪林區21之3號, 水聳淒坑",4.2,4.2,142,24.9305556,121.7122222,15.08175097,4,+886 2 2665 7777,,0,,0,142,84,33,50
5754,德志茶園茶粿,232台灣新北市坪林區北宜路八段235號,4.4,4.4,306,24.9350357,121.7092514,14.6038655,4,+886 2 2665 6359,$1-300,0,,0,306,88,53,60
5755,Lin House 餐廳（不定期公休，請看臉書公告 ）,232台灣新北市坪林區北宜路八段58號,4.6,4.6,364,24.9353585,121.704683,14.16828769,4,+886 2 2665 8155,,0,,0,364,92,57,60
5756,宏香茶莊,232台灣新北市坪林區北宜路八段238號,4.2,4.2,39,24.9349975,121.7091598,14.59710884,4,+886 2 2665 6441,,0,,0,39,84,11,60
5757,農村阿嬤（鮮魚、放山雞）家常菜,232台灣新北市坪林區金瓜寮路12號,4.7,4.7,102,24.9160802,121.6816071,13.25011681,4,+886 932 918 229,,0,,0,102,94,26,60
5758,金瓜寮阿卿的店,232台灣新北市坪林區金瓜寮路11號,4.2,4.2,229,24.9159443,121.6817686,13.27221521,4,+886 2 2665 6396,$300-750,0,,0,229,84,45,60
5759,大頭素食,232台灣新北市坪林區北宜路八段118號,4.4,4.4,134,24.9346252,121.7061162,14.33354253,4,+886 2 2665 6010,,0,,0,134,88,32,60
5760,茶香淡飯,232台灣新北市坪林區北宜路八段171號,4,4,319,24.9347239,121.7076986,14.47463437,4,+886 987 125 757,$300-750,0,,0,319,80,54,60
5761,HoDe好茶饌,232台灣新北市坪林區北宜路八段216號,4,4,271,24.9347608,121.7086355,14.55932235,4,+886 2 2665 8000,$300-750,0,,0,271,80,49,60
5762,金富春茶莊,232台灣新北市坪林區北宜路八段233號,5,5,5,24.9351015,121.7091287,14.58959828,4,+886 2 2665 6246,,0,,0,5,100,1,60
5763,丐幫滷味坪林分舵,232台灣新北市坪林區北宜路八段272號,4.1,4.1,69,24.9350622,121.7097184,14.64583858,4,+886 2 2665 6227,$1-300,0,,0,69,82,19,60
5764,泰源茶莊,232台灣新北市坪林區北宜路八段207號,4.3,4.3,444,24.9349454,121.7085444,14.54263147,4,+886 2 2665 7292,,0,,0,444,86,62,60
5765,薆悅酒店野柳渡假館－漁人廚房,207台灣新北市萬里區港東路162號之2號2樓,3.9,3.9,545,25.2041292,121.6901861,26.6571064,4,+886 2 7703 5777,$300-750,0,,0,545,78,67,20
5766,野柳漁進萬里蟹專賣店,207台灣新北市萬里區港東路63號,4.6,4.6,88,25.2038109,121.6878294,26.52398573,4,+886 963 053 246,,0,,0,88,92,24,20
5767,三葉活海鮮,207台灣新北市萬里區港東路74-16號,4.4,4.4,638,25.2050327,121.6893803,26.71322666,4,+886 2 2492 3132,$300-750,0,,0,638,88,71,20
5768,揚洋海鮮,207台灣新北市萬里區漁澳路,4.7,4.7,96,25.1946849,121.6876887,25.60188179,4,+886 989 582 873,,0,,0,96,94,25,20
5769,大海邊美食,207台灣新北市萬里區漁澳路2號,3.7,3.7,302,25.1936986,121.6857931,25.42009271,4,+886 2 2492 8687,$300-750,0,,0,302,74,52,20
5770,野柳沙茶板條,207台灣新北市萬里區港東路70號,3.3,3.3,31,25.2045747,121.6880032,26.60834773,4,+886 2 2492 8618,,0,,0,31,66,9,20
5771,野柳龜吼林椰子,207台灣新北市萬里區漁澳路85號,5,5,1,25.196464,121.6889357,25.8346829,4,+886 973 095 071,,0,,0,1,100,0,20
5772,美觀園海鮮餐廳－野柳餐廳/野柳海鮮推薦 /野柳美食 推薦/野柳必吃/野柳平價海鮮推薦/萬里蟹餐廳推薦,207台灣新北市萬里區港東路156號,4.3,4.3,582,25.2050764,121.6897369,26.73291936,4,+886 2 2492 2181,,0,,0,582,86,69,20
5773,阿枝小吃店,207台灣新北市萬里區港東路,4.2,4.2,96,25.2039252,121.6886489,26.57046999,4,+886 2 2492 6915,$1-300,0,,0,96,84,25,20
5774,野柳巨林美而美,207台灣新北市萬里區港東路24號,4.1,4.1,75,25.203654,121.6874376,26.49151759,4,+886 2 2492 5636,,0,,0,75,82,21,20
5775,萬里金邊美食料理,207台灣新北市萬里區瑪鋉路33-1號,4.2,4.2,267,25.1757094,121.6874716,23.71242083,4,+886 2 2492 8029,$1-300,0,,0,267,84,49,30
5776,萬里晴空,207台灣新北市萬里區瑪鋉頂街66-2號,4.9,4.9,19,25.1796736,121.6887385,24.16142978,4,+886 977 331 163,,0,,0,19,98,6,20
5777,邑讚小吃,207台灣新北市萬里區瑪鋉路33-2號,4.2,4.2,206,25.1757211,121.6874836,23.71413758,4,+886 2 2492 2689,$1-300,0,,0,206,84,42,30
5778,加美小吃店,207台灣新北市萬里區瑪鋉路125號,4.2,4.2,27,25.177756,121.68872,23.97234317,4,+886 2 2492 4554,,0,,0,27,84,8,30
5779,阿維麵線羹,207台灣新北市萬里區瑪鋉路53號,4.5,4.5,44,25.1761461,121.6878519,23.77329206,4,+886 921 429 811,,0,,0,44,90,13,30
5780,順錸小吃,207台灣新北市萬里區瑪鋉路43號,4.2,4.2,120,25.1759122,121.6876482,23.74068794,4,+886 2 2492 2139,$1-300,0,,0,120,84,30,30
5781,土地代客料理,207台灣新北市萬里區漁澳路,3.7,3.7,109,25.1949692,121.6872629,25.61160714,4,+886 981 775 277,,0,,0,109,74,28,20
5782,三十川海產,207台灣新北市萬里區龜吼漁夫市集7號攤位,2.1,2.1,62,25.1947171,121.6878178,25.61078858,4,+886 918 486 140,,0,,0,62,42,18,20
5783,阿娥麵.飯.小吃,207台灣新北市萬里區瑪鋉路185號,4.4,4.4,57,25.178672,121.6902677,24.13579367,4,+886 910 849 081,$1-300,0,,0,57,88,17,20
5784,碳烤三明治,207台灣新北市萬里區瑪鋉路183號,4.8,4.8,6,25.1786475,121.6902344,24.13180459,4,+886 925 252 785,,0,,0,6,96,2,20
5785,海之鄉海產餐廳,204台灣基隆市安樂區基金三路71號,4.8,4.8,90,25.1537866,121.6969493,22.10268526,4,+886 2 2433 7066,,0,,0,90,96,24,30
5786,喜悅健康廚房,204台灣基隆市安樂區基金三路82號,4.2,4.2,266,25.157016,121.695708,22.33619316,4,+886 2 2432 9999,$300-750,0,,0,266,84,49,30
5787,牛肉德沙茶炒牛肉,204台灣基隆市安樂區基金一路365號,4.1,4.1,375,25.1417008,121.7042953,21.42871569,4,+886 2 2433 5912,$1-300,0,,0,375,82,58,30
5788,七善德齋-素食烘培,204台灣基隆市安樂區基金一路208巷92-3號,4.8,4.8,47,25.1468642,121.7086846,22.15313525,4,+886 2 2433 7336,,0,,0,47,96,14,30
5789,情人湖牛肉麵,204台灣基隆市安樂區基金一路208巷117號,5,5,1,25.1469914,121.7090447,22.18624243,4,+886 921 147 543,,0,,0,1,100,0,30
5790,小白屋,204台灣基隆市安樂區湖海路二段158號,3.7,3.7,268,25.1661335,121.7062806,23.76582025,4,+886 917 524 986,,0,,0,268,74,49,30
5791,老王牛肉麵店,20444台灣基隆市安樂區武嶺街91之1號1樓,3.8,3.8,83,25.1396782,121.7108744,21.65722721,4,+886 2 3401 0515,$300-750,0,,0,83,76,23,30
5792,局長滷蛋,204台灣基隆市安樂區基金三路80巷,5,5,1,25.1574932,121.6952699,22.35730575,4,+886 919 045 354,,0,,0,1,100,0,30
5793,715森林園,204台灣基隆市安樂區麥金路715巷17之1號,4.7,4.7,79,25.1347829,121.7159174,21.56248471,4,+886 2 2432 0440,,0,,0,79,94,22,30
5794,佳香牛肉麵,206台灣基隆市七堵區南興路98號,3.8,3.8,10,25.0965839,121.7122972,18.27367239,4,+886 2 2455 3068,,0,,0,10,76,3,40
5795,六堵便當,206台灣基隆市七堵區工建路104巷1-2號,4.5,4.5,12,25.090649,121.701805,17.04632269,4,+886 2 2451 1171,,0,,0,12,90,3,50
5796,家圓,206台灣基隆市七堵區福二街160號,4.9,4.9,7,25.0827802,121.6963486,16.05395622,4,+886 926 158 775,,0,,0,7,98,2,50
5797,姆姆早點屋,206台灣基隆市七堵區福二街217號,4.5,4.5,11,25.0867419,121.695305,16.27000433,4,+886 2 2452 1066,,0,,0,11,90,3,50
5798,封神雞-黑白切白斬雞,206台灣基隆市七堵區福五街112號,4.2,4.2,670,25.0860131,121.6983506,16.44302584,4,+886 2 2451 2823,$1-300,0,,0,670,84,72,50
5800,巧友便當店,206台灣基隆市七堵區堵南街18-16號,3.7,3.7,3,25.0841365,121.6896729,15.6573811,4,+886 2 2451 9540,,0,,0,3,74,1,50
5801,品味豆乳雞-百福店,206台灣基隆市七堵區福二街175號一樓,4.6,4.6,19,25.0849103,121.695843,16.17305841,4,+886 968 898 523,,0,,0,19,92,6,50
5802,莊記牛肉麵,206台灣基隆市七堵區百三街36號,4.1,4.1,584,25.08172,121.6955194,15.91350484,4,+886 2 2452 8536,$1-300,0,,0,584,82,69,50
5803,小鉄鍋物,206台灣基隆市七堵區實踐路252號206,3.8,3.8,329,25.0867424,121.6941203,16.18244431,4,+886 2 2451 8282,$300-750,0,,0,329,76,55,50
5804,玉米粉湯&台南溫體牛,20650台灣基隆市七堵區福一街75號,4.2,4.2,134,25.0823034,121.6950256,15.91885861,4,+886 2 2451 6828,$1-300,0,,0,134,84,32,50
5805,麥味登 基隆百福廣吉店,20649台灣基隆市七堵區百六街82號,4,4,119,25.0849311,121.695189,16.12568867,4,+886 2 2452 1836,,0,,0,119,80,29,50
5806,享家鍋物,206台灣基隆市七堵區福二街153號206,4.4,4.4,354,25.0842244,121.6958753,16.12459722,4,+886 2 2452 1863,$300-750,0,,0,354,88,57,50
5807,SUMMER FRAGRANCE,206台灣基隆市七堵區福二街230號1樓,4.7,4.7,6,25.0847545,121.6961459,16.18419647,4,+886 909 206 078,,0,,0,6,94,2,50
5808,麥味登 汐止建成店,221台灣新北市汐止區建成路59巷49號一樓,3.5,3.5,165,25.0724416,121.6612187,12.71970452,4,+886 2 8642 2575,$1-300,0,,0,165,70,37,60
5809,拿坡里披薩 汐止店,221台灣新北市汐止區大同路二段411號,3.8,3.8,507,25.067366,121.6583846,12.11091092,4,+886 2 8691 5253,$300-750,0,,0,507,76,65,60
5810,阿雅素食,221台灣新北市汐止區龍安路28巷4號,4.4,4.4,86,25.0642686,121.6551864,11.6393289,3,+886 2 8646 2886,$1-300,0,,0,86,88,23,70
5811,功夫大帝麵食館,221台灣新北市汐止區觀光夜市42號,4.1,4.1,244,25.0657043,121.657298,11.90118579,3,+886 938 754 666,,0,,0,244,82,47,70
5812,蓮心素食(無奶無蛋) 汐止夜市72號養生美食 汐止蔬食消夜 汐止夜市高CP美食 汐止蔬食水餃 汐科車站蔬食,221台灣新北市汐止區觀光夜市72號,4.5,4.5,38,25.0655666,121.6568222,11.85725475,3,+886 911 928 678,$1-300,0,,0,38,90,11,70
5813,享悦食堂,22164台灣新北市汐止區仁愛路155號,4.6,4.6,38,25.0649866,121.6639178,12.31108937,4,+886 983 048 889,,0,,0,38,92,11,60
5814,朝司暮想-汐止秀峰店,221台灣新北市汐止區秀峰路1號,4.6,4.6,31,25.066934,121.659324,12.14065375,4,+886 938 922 302,,0,,0,31,92,9,60
5815,厚呷素麵線/廣東粥,22163台灣新北市汐止區連興街19號,4.9,4.9,23,25.0635148,121.6559557,11.63132439,3,+886 938 636 128,,0,,0,23,98,7,70
5816,大獨秀 冰花煎餃,221台灣新北市汐止區水源路一段115號,4.5,4.5,186,25.063009,121.6564836,11.62739604,3,+886 2 2647 5810,,0,,0,186,90,40,70
5817,韓食研究所,221台灣新北市汐止區連興街126號1樓,3.9,3.9,48,25.0619044,121.6537203,11.34650762,3,+886 2 2691 7775,,0,,0,48,78,14,70
5818,鬍鬚張魯肉飯 汐止新台五店,221台灣新北市汐止區新台五路一段141號,3.8,3.8,669,25.0621926,121.6529095,11.31410751,3,+886 2 2691 9812,$300-750,0,,0,669,76,72,70
5819,福昌餐廳,226台灣新北市平溪區平溪街6號,3.6,3.6,104,25.024914,121.738801,16.87216877,4,+886 2 2495 1047,,0,,0,104,72,27,50
5820,串居酒屋,262台灣宜蘭縣礁溪鄉德陽路69號,4.1,4.1,528,24.8288647,121.771333,26.41437456,4,+886 989 172 792,$300-750,0,,0,528,82,66,20
5821,堂記牛肉麵,262台灣宜蘭縣礁溪鄉礁溪路四段140號,4.4,4.4,213,24.8221376,121.7700296,26.82464214,4,+886 3 987 6206,,0,,0,213,88,43,20
5822,阿芳越南食 FUN'S Vietnam Bistro,112台灣台北市北投區大同街176-1號,4.6,4.6,529,25.136337,121.499213,18.27694504,4,+886 909 906 855,,0,,0,529,92,66,40
5823,寶山壽司,112台灣台北市北投區吉利街123巷1號,4.4,4.4,327,25.1187285,121.5065454,16.1919537,4,+886 987 602 039,,0,,0,327,88,54,50
5824,霸味薑母鴨- 石牌店( 唭哩岸站),112台灣台北市北投區西安街二段215號,4.4,4.4,124,25.1199667,121.5095463,16.18773573,4,+886 2 2822 8050,,0,,0,124,88,30,50
5825,榮記燒臘,"No. 244號, 尊賢街北投區台北市台灣 112",3.6,3.6,61,25.1166937,121.5074718,15.94766435,4,+886 2 2821 5939,,0,,0,61,72,18,50
5826,蒙滷食堂麻辣鍋 石牌店,112台灣台北市北投區吉利街237-1號,4.9,4.9,126,25.1193767,121.5096886,16.12213745,4,+886 2 2823 7729,,0,,0,126,98,31,50
5827,隆華粵菜燒臘館-石牌店,112台灣台北市北投區石牌路一段36號,3.9,3.9,336,25.1129135,121.5102794,15.44627588,4,+886 2 2823 0019,,0,,0,336,77,55,50
5828,食光機唭哩岸店 / 健康餐盒 /北投美食/北投會議餐盒/健康便當/團體便當,112台灣台北市北投區立農街一段279巷2弄1-1號1樓,4.8,4.8,344,25.1197378,121.5060825,16.31327893,4,+886 2 2823 9833,,0,,0,344,96,56,50
5829,米の嶼 沖繩飯糰,11273台灣台北市北投區吉利街123巷9號1F,4.9,4.9,68,25.1189948,121.5062608,16.23109259,4,+886 987 519 578,,0,,0,68,98,19,50
5830,寶珍珍食堂,112台灣台北市北投區實踐街80-1號,3.1,3.1,35,25.115091,121.5106653,15.64846307,4,+886 2 2823 0623,,0,,0,35,62,10,50
5831,石牌三福牛肉麵,112台灣台北市北投區自強街65號,3.9,3.9,101,25.1106081,121.5140731,15.05185579,4,+886 2 2822 6788,,0,,0,101,78,26,50
5832,水煎包 唭哩岸專賣店,112台灣台北市北投區尊賢街278號,3.8,3.8,44,25.1176728,121.5070201,16.06546988,4,+886 958 147 421,,0,,0,44,76,13,50
5833,阿玉素食,112台灣台北市北投區實踐街27號,4.5,4.5,41,25.1151779,121.5084079,15.75488726,4,+886 2 2828 5822,,0,,0,41,90,12,50
5834,hot 7新鉄板料理 蘆洲家樂福店,"4F, No. 282號五華街三重區新北市台灣 241",4.4,4.4,1917,25.0879589,121.4864991,14.37675959,4,+886 2 2855 9643,,0,,0,1917,88,92,60
5835,亞吉斯風味食堂,241台灣新北市三重區三信路186號,4.2,4.2,219,25.0861178,121.4878026,14.13513513,4,+886 2 2857 4112,,0,,0,219,84,44,60
5836,極禾優質鍋物(蘆洲店),247台灣新北市蘆洲區集賢路348號,4.5,4.5,559,25.08419,121.4808334,14.42900718,4,+886 2 2288 2233,,0,,0,559,90,68,60
5837,謙謙雞肉飯,111台灣台北市士林區延平北路五段328號,4.3,4.3,248,25.0864805,121.509513,12.89876615,4,+886 976 822 531,,0,,0,248,86,47,60
5838,吉野家 三重五華二店,241台灣新北市三重区五华街282號家樂福)一樓,3.1,3.1,142,25.0879576,121.4865522,14.37327389,4,+886 2 2857 3172,,0,,0,142,62,33,60
5839,MAGiC TOUCH点爭鮮-蘆洲家樂福店,"4F, No. 282號五華街三重區新北市台灣 241",4.1,4.1,1926,25.0879576,121.4865522,14.37327389,4,+886 2 8287 8665,,0,,0,1926,82,92,60
5840,Bona 富光廚房,111台灣台北市士林區葫蘆街34號,4.8,4.8,1680,25.0801645,121.5097463,12.29298125,4,+886 2 2812 8758,,0,,0,1680,96,90,60
5841,寶證好記海鮮餐廳,241台灣新北市三重區慈愛街50號,4.3,4.3,60,25.0791796,121.4860049,13.66650642,4,+886 910 778 311,,0,,0,60,86,17,60
5842,南京板鴨餐廳,103台灣台北市大同區重慶北路三段272號,3.9,3.9,179,25.0717868,121.51355,11.30525342,3,+886 2 2595 4606,,0,,0,179,78,39,70
5843,林記牛肉麵,103台灣台北市大同區延平北路三段34-1號,4.6,4.6,61,25.0644147,121.5109582,10.7945173,3,+886 926 120 212,,0,,0,61,92,18,70
5844,MH Fast Food Corner,10491台灣台北市中山區中山北路三段25號B棟1樓,3.9,3.9,42,25.0654764,121.5227519,10.21116552,3,+886 2 2591 8860,,0,,0,42,77,12,70
5845,五円·ご緣,24146台灣新北市三重區正義北路314巷27號一樓,4.8,4.8,1479,25.070071,121.4941374,12.36578078,4,+886 2 2989 2525,,0,,0,1479,96,88,60
5846,波麗路西餐廳,103台灣台北市大同區民生西路308號,3.7,3.7,2035,25.0568911,121.5121123,10.07051851,3,+886 2 2556 0710,,3.5,,38,2073,73,93,70
5847,三來素食館 Sun Like Vegetarian Restaurant,100台灣台北市中正區武昌街一段23號,3.8,3.8,600,25.0441931,121.5122629,9.025919662,2,+886 2 2381 5218,,0,,0,600,76,69,70
