,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url,Price_level,Unnamed: 17,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
2172,怡芹早餐店,112台灣台北市北投區致遠二路111號,4.4,129,25.1167163,121.5119531,+886 2 2828 8099,星期一: 06:00 – 11:00,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 11:45,星期日: 休息,,,https://maps.google.com/?cid=11640624503805515676,1,,,,,0,,0
2173,寶山壽司,112台灣台北市北投區吉利街123巷1號,4.4,327,25.1187285,121.5065454,+886 987 602 039,"星期一: 10:00 – 13:30, 17:00 – 21:00",星期二: 休息,"星期三: 10:00 – 13:30, 17:00 – 21:00","星期四: 10:00 – 13:30, 17:00 – 21:00","星期五: 10:00 – 13:30, 17:00 – 21:00","星期六: 10:00 – 13:30, 17:00 – 21:00","星期日: 10:00 – 13:30, 17:00 – 21:00",,,https://maps.google.com/?cid=1881524000044258963,,,,,,0,,0
2174,大竹屋日式料理,112台灣台北市北投區西安街二段251號,4.2,623,25.1202047,121.5080485,+886 2 2828 5027,"星期一: 11:00 – 15:00, 17:00 – 21:00",星期二: 休息,"星期三: 11:00 – 15:00, 17:00 – 21:00","星期四: 11:00 – 15:00, 17:00 – 21:00","星期五: 11:00 – 15:00, 17:00 – 21:00","星期六: 11:00 – 15:00, 17:00 – 21:00","星期日: 11:00 – 15:00, 17:00 – 21:00",,TRUE,https://maps.google.com/?cid=7508131890783160588,,,,,,0,,0
2175,霸味薑母鴨- 石牌店( 唭哩岸站),112台灣台北市北投區西安街二段215號,4.4,124,25.1199667,121.5095463,+886 2 2822 8050,星期一: 16:00 – 02:00,星期二: 16:00 – 02:00,星期三: 16:00 – 02:00,星期四: 16:00 – 02:00,星期五: 16:00 – 02:00,星期六: 16:00 – 02:00,星期日: 16:00 – 02:00,,,https://maps.google.com/?cid=9638168699116854048,,,,,,0,,0
2176,榮記燒臘,"No. 244號, 尊賢街北投區台北市台灣 112",3.6,61,25.1166937,121.5074718,+886 2 2821 5939,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 10:00 – 20:00,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 10:00 – 20:00,星期日: 10:00 – 20:00,,,https://maps.google.com/?cid=11041076918577273431,,,,,,0,,0
2177,蒙滷食堂麻辣鍋 石牌店,112台灣台北市北投區吉利街237-1號,4.9,126,25.1193767,121.5096886,+886 2 2823 7729,"星期一: 11:30 – 14:00, 17:30 – 20:00","星期二: 11:30 – 14:00, 17:30 – 20:00","星期三: 11:30 – 14:00, 17:30 – 20:00","星期四: 11:30 – 14:00, 17:30 – 20:00","星期五: 11:30 – 14:00, 17:30 – 20:00",星期六: 休息,星期日: 休息,,,https://maps.google.com/?cid=3539650341710998232,,,,,,0,,0
2178,隆華粵菜燒臘館-石牌店,112台灣台北市北投區石牌路一段36號,3.9,336,25.1129135,121.5102794,+886 2 2823 0019,"星期一: 10:00 – 14:00, 16:00 – 20:30","星期二: 10:00 – 14:00, 16:00 – 20:30","星期三: 10:00 – 14:00, 16:00 – 20:30","星期四: 10:00 – 14:00, 16:00 – 20:30","星期五: 10:00 – 14:00, 16:00 – 20:30","星期六: 10:00 – 14:00, 16:00 – 20:30",星期日: 休息,,,https://maps.google.com/?cid=10252663549291986192,1,,,,,0,,0
2179,食光機唭哩岸店 / 健康餐盒 /北投美食/北投會議餐盒/健康便當/團體便當,112台灣台北市北投區立農街一段279巷2弄1-1號1樓,4.8,344,25.1197378,121.5060825,+886 2 2823 9833,"星期一: 11:00 – 13:30, 17:00 – 19:30","星期二: 11:00 – 13:30, 17:00 – 19:30","星期三: 11:00 – 13:30, 17:00 – 19:30","星期四: 11:00 – 13:30, 17:00 – 19:30","星期五: 11:00 – 13:30, 17:00 – 19:30","星期六: 11:00 – 13:30, 17:00 – 19:30",星期日: 休息,,,https://maps.google.com/?cid=10749496830272957300,,,,,,0,,0
2180,米の嶼 沖繩飯糰,11273台灣台北市北投區吉利街123巷9號1F,4.9,68,25.1189948,121.5062608,+886 987 519 578,星期一: 休息,星期二: 06:00 – 13:30,星期三: 06:00 – 13:30,星期四: 06:00 – 13:30,星期五: 06:00 – 13:30,星期六: 06:30 – 14:00,星期日: 06:30 – 14:00,,,https://maps.google.com/?cid=13868722919218040165,,,,,,0,,0
2181,布查花園法式料理,112台灣台北市北投區立農街二段155號活動中心5樓,4.1,620,25.1216097,121.5143191,+886 2 2820 9920,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:30 – 21:00","星期日: 11:30 – 14:00, 17:30 – 21:00",,,https://maps.google.com/?cid=14722644944491122537,2,,,,,0,,0
2182,寶珍珍食堂,112台灣台北市北投區實踐街80-1號,3.1,35,25.115091,121.5106653,+886 2 2823 0623,星期一: 11:00 – 21:00,星期二: 11:00 – 21:00,星期三: 11:00 – 21:00,星期四: 11:00 – 21:00,星期五: 11:00 – 21:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,,https://maps.google.com/?cid=1067383904795059226,,,,,,0,,0
2183,石牌三福牛肉麵,112台灣台北市北投區自強街65號,3.9,101,25.1106081,121.5140731,+886 2 2822 6788,"星期一: 11:00 – 14:00, 17:30 – 20:00","星期二: 11:00 – 14:00, 17:30 – 20:00","星期三: 11:00 – 14:00, 17:30 – 20:00",星期四: 休息,"星期五: 11:00 – 14:00, 17:30 – 20:00","星期六: 11:00 – 14:00, 17:30 – 20:00","星期日: 11:00 – 14:00, 17:30 – 20:00",,,https://maps.google.com/?cid=16210725181299384842,,,,,,0,,0
2184,水煎包 唭哩岸專賣店,112台灣台北市北投區尊賢街278號,3.8,44,25.1176728,121.5070201,+886 958 147 421,"星期一: 06:00 – 12:00, 15:00 – 17:00","星期二: 06:00 – 12:00, 15:00 – 17:00","星期三: 06:00 – 12:00, 15:00 – 17:00","星期四: 06:00 – 12:00, 15:00 – 17:00","星期五: 06:00 – 12:00, 15:00 – 17:00",星期六: 06:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=8225889136562866311,,,,,,0,,0
2185,Hanami 早餐屋,"號 No, No. 45延平北路五段231巷士林區台北市台灣 111",4.2,5,25.0841025,121.5084781,+886 2 2811 5293,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=16844741847887079668,,,,,,0,,0
2186,阿玉素食,112台灣台北市北投區實踐街27號,4.5,41,25.1151779,121.5084079,+886 2 2828 5822,星期一: 10:00 – 20:00,星期二: 10:00 – 20:00,星期三: 10:00 – 20:00,星期四: 10:00 – 20:00,星期五: 10:00 – 20:00,星期六: 休息,星期日: 10:00 – 20:00,,TRUE,https://maps.google.com/?cid=17725279169923993729,1,,,,,0,,0
2187,hot 7新鉄板料理 蘆洲家樂福店,"4F, No. 282號五華街三重區新北市台灣 241",4.4,1917,25.0879589,121.4864991,+886 2 2855 9643,"星期一: 11:30 – 14:30, 17:30 – 22:00","星期二: 11:30 – 14:30, 17:30 – 22:00","星期三: 11:30 – 14:30, 17:30 – 22:00","星期四: 11:30 – 14:30, 17:30 – 22:00","星期五: 11:30 – 14:30, 17:30 – 22:00","星期六: 11:30 – 15:00, 16:30 – 22:00","星期日: 11:30 – 15:00, 16:30 – 22:00",,,https://maps.google.com/?cid=7200715737039027583,2,,,,,0,,0
2188,亞吉斯風味食堂,241台灣新北市三重區三信路186號,4.2,219,25.0861178,121.4878026,+886 2 2857 4112,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 20:00","星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00","星期日: 11:00 – 14:00, 17:00 – 20:00",,,https://maps.google.com/?cid=17084133580902202484,1,,,,,0,,0
2189,極禾優質鍋物(蘆洲店),247台灣新北市蘆洲區集賢路348號,4.5,559,25.08419,121.4808334,+886 2 2288 2233,"星期一: 11:30 – 14:00, 17:00 – 22:30","星期二: 11:30 – 14:00, 17:00 – 22:30","星期三: 11:30 – 14:00, 17:00 – 22:30","星期四: 11:30 – 14:00, 17:00 – 22:30","星期五: 11:30 – 14:00, 17:00 – 22:30",星期六: 11:30 – 23:30,星期日: 11:30 – 23:30,,,https://maps.google.com/?cid=8994510394672667940,2,,,,,0,,0
2190,米卡滋早餐店,111台灣台北市士林區中正路617號,4.2,94,25.0863313,121.5089512,+886 2 8811 3288,星期一: 06:00 – 11:00,星期二: 06:00 – 11:00,星期三: 06:00 – 11:00,星期四: 06:00 – 11:00,星期五: 06:00 – 11:00,星期六: 06:00 – 12:00,星期日: 06:00 – 12:00,,,https://maps.google.com/?cid=6053772714402056946,1,,,,,0,,0
2191,謙謙雞肉飯,111台灣台北市士林區延平北路五段328號,4.3,248,25.0864805,121.509513,+886 976 822 531,星期一: 休息,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,,https://maps.google.com/?cid=11226954944942235859,2,,,,,0,,0
2192,吉野家 三重五華二店,241台灣新北市三重区五华街282號家樂福)一樓,3.1,142,25.0879576,121.4865522,+886 2 2857 3172,星期一: 10:00 – 22:00,星期二: 10:00 – 22:00,星期三: 10:00 – 22:00,星期四: 10:00 – 22:00,星期五: 10:00 – 22:00,星期六: 10:00 – 22:00,星期日: 10:00 – 22:00,,,https://maps.google.com/?cid=6083603936006310940,2,,,,,0,,0
2193,MAGiC TOUCH点爭鮮-蘆洲家樂福店,"4F, No. 282號五華街三重區新北市台灣 241",4.1,1926,25.0879576,121.4865522,+886 2 8287 8665,星期一: 11:00 – 21:30,星期二: 11:00 – 21:30,星期三: 11:00 – 21:30,星期四: 11:00 – 21:30,星期五: 11:00 – 21:30,星期六: 11:00 – 21:30,星期日: 11:00 – 21:30,,,https://maps.google.com/?cid=669342944734035405,2,,,,,0,,0
2194,Bona 富光廚房,111台灣台北市士林區葫蘆街34號,4.8,1680,25.0801645,121.5097463,+886 2 2812 8758,星期一: 休息,"星期二: 11:00 – 14:30, 17:00 – 22:00","星期三: 11:00 – 14:30, 17:00 – 22:00","星期四: 11:00 – 14:30, 17:00 – 22:00","星期五: 11:00 – 14:30, 17:00 – 22:00","星期六: 11:00 – 14:30, 17:00 – 22:00","星期日: 11:00 – 14:30, 17:00 – 22:00",,TRUE,https://maps.google.com/?cid=10815105361835772940,1,,,,,0,,0
2195,寶證好記海鮮餐廳,241台灣新北市三重區慈愛街50號,4.3,60,25.0791796,121.4860049,+886 910 778 311,星期一: 16:00 – 00:00,星期二: 16:00 – 00:00,星期三: 16:00 – 00:00,星期四: 16:00 – 00:00,星期五: 16:00 – 00:00,星期六: 16:00 – 00:00,星期日: 16:00 – 00:00,,,https://maps.google.com/?cid=8375865444066758944,2,,,,,0,,0
2196,和飽飯糰早餐店,103台灣台北市大同區延平北路四段288號,4.6,223,25.0769424,121.5119991,+886 932 353 983,星期一: 休息,星期二: 05:30 – 12:00,星期三: 05:30 – 12:00,星期四: 05:30 – 12:00,星期五: 05:30 – 12:00,星期六: 05:30 – 12:30,星期日: 05:30 – 12:30,,,https://maps.google.com/?cid=10195768804324774494,1,,,,,0,,0
2197,來來堡早餐店,111台灣台北市士林區重慶北路四段43號,4.6,46,25.0808418,121.5128432,+886 2 2812 4770,星期一: 休息,星期二: 05:50 – 14:00,星期三: 05:50 – 14:00,星期四: 05:50 – 14:00,星期五: 05:50 – 14:00,星期六: 05:50 – 14:00,星期日: 05:50 – 14:00,,,https://maps.google.com/?cid=897054422907179598,,,,,,0,,0
2198,錢都日式涮涮鍋-蘆洲中山店 CHIEN TU HOT POT,247台灣新北市蘆洲區中山一路125號,4.3,1341,25.0813641,121.4760686,+886 2 8281 1191,星期一: 11:00 – 02:00,星期二: 11:00 – 02:00,星期三: 11:00 – 02:00,星期四: 11:00 – 02:00,星期五: 11:00 – 02:00,星期六: 11:00 – 02:00,星期日: 11:00 – 02:00,,TRUE,https://maps.google.com/?cid=15314794122341133769,2,,,,,0,,0
2199,味佳奇早餐店,11165台灣台北市士林區延平北路五段90 號,4.4,19,25.0810878,121.5107193,+886 2 2811 3898,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,,https://maps.google.com/?cid=1270833575019500497,,,,,,0,,0
2200,起家雞韓式炸雞 蘆洲中山店,247台灣新北市蘆洲區中山二路83號,3.6,134,25.081792,121.4731865,+886 2 2285 0530,星期一: 11:00 – 22:00,星期二: 11:00 – 22:00,星期三: 11:00 – 22:00,星期四: 11:00 – 22:00,星期五: 11:00 – 22:30,星期六: 11:00 – 22:30,星期日: 11:00 – 22:00,,,https://maps.google.com/?cid=17460520997681035047,2,,,,,0,,0
2201,香香早餐店,241台灣新北市三重區仁政街87號,4.3,9,25.0778041,121.492732,+886 2 2986 4595,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,,https://maps.google.com/?cid=16223334347692652841,,,,,,0,,0
2202,南京板鴨餐廳,103台灣台北市大同區重慶北路三段272號,3.9,179,25.0717868,121.51355,+886 2 2595 4606,"星期一: 11:00 – 14:00, 17:00 – 20:00","星期二: 11:00 – 14:00, 17:00 – 20:00",星期三: 休息,"星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00","星期日: 11:00 – 14:00, 17:00 – 20:00",,,https://maps.google.com/?cid=10931250849459639275,2,,,,,0,,0
2203,美香美早餐店,103台灣台北市大同區延平北路四段42-1號,4.2,54,25.0697654,121.5107874,+886 2 2591 2003,星期一: 05:00 – 11:40,星期二: 05:00 – 11:40,星期三: 05:00 – 11:40,星期四: 05:00 – 11:40,星期五: 05:00 – 11:40,星期六: 05:00 – 12:00,星期日: 05:00 – 12:00,,TRUE,https://maps.google.com/?cid=11596011263431716739,1,,,,,0,,0
2204,林記牛肉麵,103台灣台北市大同區延平北路三段34-1號,4.6,61,25.0644147,121.5109582,+886 926 120 212,星期一: 17:45 – 23:00,星期二: 17:45 – 23:00,星期三: 17:45 – 23:00,星期四: 17:45 – 23:00,星期五: 17:45 – 23:00,星期六: 17:45 – 23:00,星期日: 17:45 – 23:00,,,https://maps.google.com/?cid=15312242179047265861,,,,,,0,,0
2205,大漢堡早餐店,103台灣台北市大同區昌吉街160號,4.5,82,25.0658681,121.5128155,+886 900 318 987,星期一: 05:00 – 13:00,星期二: 05:00 – 13:00,星期三: 05:00 – 13:00,星期四: 05:00 – 13:00,星期五: 05:00 – 13:00,星期六: 05:00 – 13:00,星期日: 05:00 – 13:00,,,https://maps.google.com/?cid=945997055239520214,1,,,,,0,,0
2206,MH Fast Food Corner,10491台灣台北市中山區中山北路三段25號B棟1樓,3.9,42,25.0654764,121.5227519,+886 2 2591 8860,星期一: 08:00 – 18:00,星期二: 08:00 – 18:00,星期三: 08:00 – 18:00,星期四: 08:00 – 18:00,星期五: 08:00 – 18:00,星期六: 08:00 – 18:00,星期日: 08:00 – 18:00,,,https://maps.google.com/?cid=6999398900254068526,,,,,,0,,0
2207,美而美早餐店,103台灣台北市大同區延平北路三段138號,4,62,25.0678902,121.5107417,+886 2 2598 7357,星期一: 06:00 – 12:00,星期二: 06:00 – 12:00,星期三: 06:00 – 12:00,星期四: 06:00 – 12:00,星期五: 06:00 – 12:00,星期六: 06:00 – 12:00,星期日: 休息,,,https://maps.google.com/?cid=1612370982898833127,1,,,,,0,,0
2208,大埔鐵板燒 自強店（香香清粥小菜對面,241台灣新北市三重區自強路一段220號,3.9,882,25.0666098,121.4940899,+886 2 2986 7634,星期一: 11:00 – 01:30,星期二: 11:00 – 01:30,星期三: 11:00 – 01:30,星期四: 11:00 – 01:30,星期五: 11:00 – 01:30,星期六: 11:00 – 01:30,星期日: 11:00 – 01:30,,,https://maps.google.com/?cid=18158268508101472012,1,,,,,0,,0
2209,柏瑞早餐店,103台灣台北市大同區酒泉街148號1樓,4.7,173,25.072021,121.5122615,+886 2 2598 1932,星期一: 06:00 – 13:00,星期二: 06:00 – 13:00,星期三: 06:00 – 13:00,星期四: 06:00 – 13:00,星期五: 06:00 – 13:00,星期六: 06:00 – 13:00,星期日: 06:00 – 13:00,,,https://maps.google.com/?cid=3901988720094845455,1,,,,,0,,0
2210,五円·ご緣,24146台灣新北市三重區正義北路314巷27號一樓,4.8,1479,25.070071,121.4941374,+886 2 2989 2525,"星期一: 11:30 – 15:00, 17:00 – 21:00","星期二: 11:30 – 15:00, 17:00 – 21:00","星期三: 11:30 – 15:00, 17:00 – 21:00","星期四: 11:30 – 15:00, 17:00 – 21:00","星期五: 11:30 – 15:00, 17:00 – 21:00",星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=2747588133089859425,2,,,,,0,,0
2211,同安樂,103台灣台北市大同區迪化街一段242號1 樓,4.3,900,25.0600194,121.5093119,+886 2 2557 6939,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 21:00,星期日: 11:00 – 21:00,,TRUE,https://maps.google.com/?cid=6564308519703190684,2, 同安樂一店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d14025702-Reviews-Ton_An_Family-Datong_Taipei.html,103 台灣 大同台北 迪化街一段242号,+886 2 2557 6939,4,"中式料理, 咖啡廳",48
2212,波麗路西餐廳,103台灣台北市大同區民生西路308號,3.7,2035,25.0568911,121.5121123,+886 2 2556 0710,星期一: 休息,"星期二: 10:00 – 14:30, 17:00 – 21:00","星期三: 10:00 – 14:30, 17:00 – 21:00","星期四: 10:00 – 14:30, 17:00 – 21:00","星期五: 10:00 – 14:30, 17:00 – 21:00",星期六: 10:00 – 21:00,星期日: 10:00 – 21:00,,TRUE,https://maps.google.com/?cid=10919525366184022024,2, BOLERO波麗路西餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6133395-Reviews-Bolero_Western_Restaurant-Datong_Taipei.html,"台灣 大同台北 No. 308, Minsheng W. Rd., Datong Dist Hotel Kingdom",+886 2 2556 0710,3.5,"午餐, 晚餐",38
2213,佳興魚丸店,103台灣台北市大同區延平北路二段210巷21號,3.9,2184,25.0592921,121.5107481,+886 2 2553 6470,星期一: 09:00 – 18:30,星期二: 09:00 – 18:30,星期三: 09:00 – 18:30,星期四: 09:00 – 18:30,星期五: 09:00 – 18:30,星期六: 09:00 – 18:30,星期日: 休息,,,https://maps.google.com/?cid=3577520202027328192,1, 佳興魚丸,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6135698-Reviews-Jia_Xing_Fish_Ball-Datong_Taipei.html,"台灣 大同台北 Yanping N. Rd. No. 21, Ln. 210, Sec. 2",+886 2 2553 6470,4.5,"亞洲料理, 台灣小吃/台菜, 多國料理",87
2214,飄香牛肉麵,103台灣台北市大同區寧夏路12號1樓,4.3,817,25.0546535,121.5147485,+886 2 2555 7638,"星期一: 11:30 – 14:00, 16:30 – 22:00","星期二: 11:30 – 14:00, 16:30 – 22:00","星期三: 11:30 – 14:00, 16:30 – 22:00","星期四: 11:30 – 14:00, 16:30 – 22:00","星期五: 11:30 – 14:00, 16:30 – 22:00","星期六: 11:30 – 14:00, 16:30 – 22:00",星期日: 休息,,,https://maps.google.com/?cid=17355280538111641363,, 飄香牛肉麺,https://www.tripadvisor.com.tw/Restaurant_Review-g13806451-d6131858-Reviews-Piaoxiang_Beef_Noodle_Restaurant-Datong_Taipei.html,10356 台灣 大同台北 大同区宁夏路12号,+886 2 2555 7638,4,"中式料理, 亞洲料理",25
2215,TGI FRIDAYS 星期五美式餐廳,108台灣台北市萬華區武昌街二段72號2樓,4.1,2587,25.044807,121.506211,+886 2 2388 0679,星期一: 11:30 – 23:00,星期二: 11:30 – 23:00,星期三: 11:30 – 23:00,星期四: 11:30 – 23:00,星期五: 11:30 – 00:00,星期六: 11:30 – 00:00,星期日: 11:30 – 23:00,,,https://maps.google.com/?cid=7962355395235933055,2, T.G.I Fridays(西門店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d4522194-Reviews-T_G_I_Friday_s_Hsi_Men_Restaurant_Ximen_Dian-Wanhua_Taipei.html,108 台灣 萬華台北 万华区武昌街二段72号,+886 2 2388 0679,4,"美式料理, 酒吧, 中美料理, 南美料理",514
2216,Buttermilk 餐廳 Restaurant,"一樓, No. 77號武昌街二段萬華區台北市台灣 10843",3.2,10,25.0451617,121.5055717,+886 2 2375 2268,星期一: 11:30 – 21:00,星期二: 11:30 – 21:00,星期三: 11:30 – 21:00,星期四: 11:30 – 21:00,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=8201002024561800981,, Buttermilk,https://www.tripadvisor.com.tw/Restaurant_Review-g293913-d24576666-Reviews-Buttermilk-Taipei.html,"10843 台灣 台北 77, Section 2, Wuchang Street Level 1, Amba Taipei Ximending",+886 2 2375 2268,0,美式料理,0
2217,Calcutta Indian Food 加爾各答印度料理,108台灣台北市萬華區西寧南路70號B1,4.4,802,25.043474,121.5059821,+886 2 2389 3878,星期一: 休息,"星期二: 11:30 – 14:00, 17:00 – 21:30","星期三: 11:30 – 14:00, 17:00 – 21:30","星期四: 11:30 – 14:00, 17:00 – 21:30","星期五: 11:30 – 14:00, 17:00 – 21:30","星期六: 11:30 – 14:00, 17:00 – 21:30","星期日: 11:30 – 14:00, 17:00 – 21:30",,,https://maps.google.com/?cid=11253830205620302207,2, 加爾各答 印度咖哩屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d14188299-Reviews-Calcutta_Indian_Food-Wanhua_Taipei.html,108 台灣 萬華台北 西宁南路70号,+886 2 2389 3878,4.5,印度料理,5
2218,樂麵屋 西門店,108台灣台北市萬華區昆明街25號,4.2,2958,25.0447846,121.5054561,+886 2 2381 9989,星期一: 12:00 – 21:30,星期二: 12:00 – 21:30,星期三: 12:00 – 21:30,星期四: 12:00 – 21:30,星期五: 12:00 – 22:00,星期六: 12:00 – 22:00,星期日: 12:00 – 22:00,,,https://maps.google.com/?cid=17867131640928022531,2, 樂麵屋 西門店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6137436-Reviews-Le_Mian_Wu_Japanese_Restaurant-Wanhua_Taipei.html,"台灣 萬華台北 No. 25, Kunming St., Zhongzheng Dist",+886 2 2381 9989,4.5,日式料理,43
2219,豚骨拉麵 Nagi 凪 西門店,108台灣台北市萬華區漢中街52號6樓,4.5,5589,25.0438685,121.5072124,+886 2 2370 2000,星期一: 11:30 – 20:30,星期二: 11:30 – 20:30,星期三: 11:30 – 20:30,星期四: 11:30 – 20:30,星期五: 11:30 – 21:00,星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,FALSE,https://maps.google.com/?cid=1213799776908659835,2, Ramen Nagi 凪拉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6133929-Reviews-Universal_Noodle_Ramen_Nagi-Wanhua_Taipei.html,"台灣 萬華台北 No. 52, Hanzhong St., Wanhua Dist 6f",+886 2 2370 2000,4,"日式料理, 亞洲料理, 湯品",104
2220,三來素食館 Sun Like Vegetarian Restaurant,100台灣台北市中正區武昌街一段23號,3.8,600,25.0441931,121.5122629,+886 2 2381 5218,星期一: 09:00 – 19:30,星期二: 09:00 – 19:30,星期三: 09:00 – 19:30,星期四: 09:00 – 19:30,星期五: 09:00 – 19:30,星期六: 09:00 – 19:30,星期日: 09:00 – 19:30,,TRUE,https://maps.google.com/?cid=6831266438471309420,1, 三來素食館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d16866470-Reviews-Sun_Like_Vegetarian-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 武昌街一段23号,+886 2 2381 5218,0,健康料理,0
2221,Bear 1 Yakiniku,108台灣台北市萬華區峨眉街No. 44,4,50,25.0435369,121.5063367,+886 2 2370 8468,星期一: 11:30 – 02:00,星期二: 11:30 – 02:00,星期三: 11:30 – 02:00,星期四: 11:30 – 02:00,星期五: 11:30 – 02:00,星期六: 11:30 – 02:00,星期日: 11:30 – 02:00,,,https://maps.google.com/?cid=10962550382501546160,, 熊一燒肉專賣(西門店),https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d12254060-Reviews-Bear_1_Ximen-Wanhua_Taipei.html,108 台灣 萬華台北 万华区(西门町)西宁南路155号2楼,+886 2 2370 8468,4,"日式料理, 燒烤, 亞洲料理, 烤肉",44
2222,海產張小館 HAI CHAN CHANG restaurant,108台灣台北市萬華區漢口街二段55之6號,4.2,604,25.0459399,121.5061552,+886 2 2381 2086,星期一: 休息,"星期二: 11:30 – 14:00, 16:50 – 21:00","星期三: 11:30 – 14:00, 16:50 – 21:00","星期四: 11:30 – 14:00, 16:50 – 21:00","星期五: 11:30 – 14:00, 16:50 – 21:00","星期六: 11:30 – 14:00, 16:50 – 21:00","星期日: 11:30 – 14:00, 16:50 – 21:00",,,https://maps.google.com/?cid=11731255006719470713,2, 海產張小吃店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d6136634-Reviews-Hai_Chan_Zhang_Eatery-Wanhua_Taipei.html,"台灣 萬華台北 No. 9, Ln. 53, Sec. 2, Hankou St., Wanhua Dist",+886 2 2381 2086,0,海鮮,0
2223,宏林素食餐廳,100台灣台北市中正區博愛路36號2F,4.2,358,25.0460422,121.5111578,+886 2 2361 2397,"星期一: 11:00 – 14:00, 17:00 – 20:30","星期二: 11:00 – 14:00, 17:00 – 20:30","星期三: 11:00 – 14:00, 17:00 – 20:30","星期四: 11:00 – 14:00, 17:00 – 20:30","星期五: 11:00 – 14:00, 17:00 – 20:30","星期六: 11:00 – 14:00, 17:00 – 20:30","星期日: 11:00 – 14:00, 17:00 – 20:30",,TRUE,https://maps.google.com/?cid=17986895290022063971,2,,,,,0,,0
2224,Little Beanie Chinese Quick Service Restaurant,108台灣台北市萬華區中華路一段144-28號,3.6,85,25.0432436,121.5081004,+886 2 2311 7858,星期一: 07:30 – 16:00,星期二: 休息,星期三: 07:30 – 16:00,星期四: 07:30 – 16:00,星期五: 07:30 – 16:00,星期六: 07:30 – 16:00,星期日: 07:30 – 16:00,,,https://maps.google.com/?cid=15317363424727517253,, 都來也豆漿店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806951-d12123862-Reviews-Dou_Lai_Ye_Doujiang-Wanhua_Taipei.html,108 台灣 萬華台北 万华区内江街74之1号1楼,+886 2 2311 7858,4,"亞洲料理, 台灣小吃/台菜",1
