,Name,Address,Rating,User Ratings Total,Latitude,Longitude,Phone,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,serves_vegetarian_food,url_googlemap,Price_level,name,url_tripadvisor,address,phone,rating_trip,type,user_number_trip
554,老王紅燒牛肉麵,106台灣台北市大安區潮州街82號,4.2,1462,25.02908,121.5244318,+886 2 2391 5727,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 休息,星期日: 休息,,,https://maps.google.com/?cid=18062516882177199680, 老王紅燒牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6149116-Reviews-Lao_Wang_Beef_Stew_Noodles-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 82, Chaozhou St., Daan Dist",+886 2 2391 5727,4.5,亞洲料理,8
555,小美好牛肉麵,100台灣台北市中正區杭州南路一段143巷39號,4.4,328,25.0356197,121.5272409,+886 2 2391 4936,"星期一: 11:00 – 14:00, 16:30 – 20:30","星期二: 11:00 – 14:00, 16:30 – 20:30","星期三: 11:00 – 14:00, 16:30 – 20:30","星期四: 11:00 – 14:00, 16:30 – 20:30","星期五: 11:00 – 14:00, 16:30 – 20:30","星期六: 11:00 – 14:30, 16:30 – 20:30","星期日: 11:00 – 14:30, 16:30 – 20:30",,,https://maps.google.com/?cid=16750989527458284154, 小美好牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d17801796-Reviews-Xiao_Mei_Hao_Niu_Rou_Mian-Zhongzheng_District_Taipei.html,100 台灣 中正區台北 杭州南路一段143巷39号,+886 2 2391 4936,4.5,中式料理,2
556,皇膳餐廳,100台灣台北市中正區仁愛路二段48號,4.3,363,25.0380485,121.5280065,+886 2 2396 0682,"星期一: 11:30 – 14:30, 17:30 – 21:30","星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,,https://maps.google.com/?cid=4512838357054521392, 皇膳魚翅餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6139471-Reviews-Royal_Restaurant-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 48, Sec. 2, Renai Rd., Zhongzheng Dist",+886 2 2396 0682,4,多國料理,4
557,湄公河畔餐廳,106台灣台北市大安區麗水街16巷6號,3.9,55,25.0317226,121.5285575,+886 2 2321 5810,"星期一: 11:30 – 14:00, 17:30 – 20:30","星期二: 11:30 – 14:00, 17:30 – 20:30","星期三: 11:30 – 14:00, 17:30 – 20:30","星期四: 11:30 – 14:00, 17:30 – 20:30","星期五: 11:30 – 14:00, 17:30 – 20:30","星期六: 11:30 – 14:00, 17:30 – 20:30",星期日: 休息,,,https://maps.google.com/?cid=16978203045039369974, 湄公河畔餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6152300-Reviews-Mekong_Riverside_Restaurant-Da_an_Taipei.html,"台灣 大安台北 No. 6, Ln. 16, Lishui St., Daan Dist",+886 2 2321 5810,,泰式料理,0
558,翠林越南餐廳,106台灣台北市大安區忠孝東路三段10巷16號,3.9,659,25.0410616,121.5333968,+886 2 2721 5110,星期一: 休息,"星期二: 11:20 – 14:30, 17:20 – 20:30","星期三: 11:20 – 14:30, 17:20 – 20:30","星期四: 11:20 – 14:30, 17:20 – 20:30","星期五: 11:20 – 14:30, 17:20 – 20:30","星期六: 11:20 – 14:30, 17:20 – 20:30","星期日: 11:20 – 14:30, 17:20 – 20:30",,,https://maps.google.com/?cid=13346419902275253813, 翠林越南餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6142578-Reviews-Cui_Lin_Vietnamese_Restaurant-Da_an_Taipei.html,"台灣 大安台北 No. 16, Ln. 10, Sec. 3, Zhongxiao E. Rd., Daan Dist",+886 2 2721 5110,3.5,越南料理,10
560,香港鑫華茶餐廳,106台灣台北市大安區永康街48號,4.1,3276,25.0289406,121.5296174,+886 2 2391 2022,"星期一: 10:30 – 14:00, 16:30 – 20:30","星期二: 10:30 – 14:00, 16:30 – 20:30","星期三: 10:30 – 14:00, 16:30 – 20:30","星期四: 10:30 – 14:00, 16:30 – 20:30","星期五: 10:30 – 14:00, 16:30 – 20:30","星期六: 10:30 – 14:00, 16:30 – 20:30","星期日: 10:30 – 14:00, 16:30 – 20:30",,TRUE,https://maps.google.com/?cid=16171768365394638089, 香港鑫華茶餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6139799-Reviews-Hong_Kong_Xin_Hua_Cafe-Da_an_Taipei.html,"台灣 大安台北 No. 126-1, Jinhua St., Daan Dist",+886 2 2391 2022,4,中式料理,28
561,茱莉金牛排餐酒館,106台灣台北市大安區浦城街26巷2號,4.5,1064,25.022762,121.526565,+886 2 2368 0986,星期一: 休息,"星期二: 11:30 – 14:30, 17:30 – 21:30","星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,TRUE,https://maps.google.com/?cid=15496884713712710132, 華美新古典麵食館,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6136229-Reviews-Hua_Mei_Neoclassical_Noodle_Diner-Da_an_Taipei.html,"台灣 大安台北 No. 2, Ln. 26, Pucheng St., Daan Dist",+886 2 2368 0986,3.5,亞洲料理,3
563,台電勵進餐廳,106台灣台北市大安區和平東路一段75巷,4,3134,25.0278637,121.5248983,+886 2 2393 4780,"星期一: 11:00 – 13:00, 17:00 – 20:00","星期二: 11:00 – 13:00, 17:00 – 20:00","星期三: 11:00 – 13:00, 17:00 – 20:00","星期四: 11:00 – 13:00, 17:00 – 20:00","星期五: 11:00 – 13:00, 17:00 – 20:00","星期六: 11:00 – 13:00, 17:00 – 20:00",星期日: 休息,,FALSE,https://maps.google.com/?cid=6073768634444348323, 台電勵進餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d2689389-Reviews-Tai_Dian_Li_Jin_Restaurant-Da_an_Taipei.html,106 台灣 大安台北 大安区和平东路一段55巷5号 大安区和平东路一段75巷内的侧门进入,+886 2 2393 4780,3.5,中式料理,23
564,大師兄牛肉麵,106台灣台北市大安區金山南路二段151號,4.1,478,25.0293111,121.5266654,+886 2 2351 5106,星期一: 休息,"星期二: 11:30 – 14:00, 17:00 – 20:00","星期三: 11:30 – 14:00, 17:00 – 20:00","星期四: 11:30 – 14:00, 17:00 – 20:00","星期五: 11:30 – 14:00, 17:00 – 20:00","星期六: 11:30 – 14:00, 17:00 – 20:00",星期日: 休息,,,https://maps.google.com/?cid=17330269325073707494, 大師兄麵館,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d6144015-Reviews-Da_Shi_Xiong_Noodle_Shop-Da_an_Taipei.html,"台灣 大安台北 1F, No. 151, Section 2, Jinshan South Road",+886 2 2351 5106,5,亞洲料理,1
565,重順川菜餐廳,100台灣台北市中正區羅斯福路三段316巷8弄3-2號,4.2,1232,25.0156322,121.5325953,+886 2 2368 4549,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:30, 17:00 – 21:00","星期日: 11:00 – 14:30, 17:00 – 21:00",,,https://maps.google.com/?cid=3323276385599165225, 重順川菜餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6141024-Reviews-Chung_Shun_Szechuan_Restaurant-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 3-2, Aly. 8, Ln. 316, Sec. 3, Roosevelt Rd., Zhongzheng Dist",+886 2 2368 4549,4,中式料理,21
566,野菜屋拉麵,111台灣台北市士林區陽明路一段52號,4.2,503,25.150031,121.550003,+886 2 2861 1486,星期一: 11:00 – 14:00,星期二: 11:00 – 14:00,星期三: 11:00 – 14:00,星期四: 11:00 – 14:00,星期五: 11:00 – 14:00,星期六: 11:00 – 14:30,星期日: 11:00 – 14:30,,,https://maps.google.com/?cid=7099619495162669578, 橫網野菜屋,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d4845235-Reviews-Henggang_Yecaiwu-Shilin_Taipei.html,"台灣 士林台北 No.52, Sec. 1, Yangming Rd., Shilin Dist.",+886 2 2861 1486,4,中式料理,1
567,白房子Yang Ｍing Caf’e,111台灣台北市士林區愛富二街厚生巷2號,4.1,3643,25.1391412,121.5460612,+886 2 2861 1777,星期一: 09:00 – 21:00,星期二: 09:00 – 21:00,星期三: 09:00 – 21:00,星期四: 09:00 – 21:00,星期五: 09:00 – 21:00,星期六: 08:30 – 21:00,星期日: 08:30 – 21:00,,TRUE,https://maps.google.com/?cid=11019913332427163954, 白房子,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d11977669-Reviews-Yang_Ming_Cafe-Shilin_Taipei.html,111 台灣 士林台北 爱富二街厚生巷2号,+886 2 2861 1777,4,咖啡廳,22
568,想 陽明山,111台灣台北市士林區光華路30號,4.3,3146,25.1369538,121.5423026,+886 2 2862 6628,星期一: 11:00 – 20:30,星期二: 11:00 – 20:30,星期三: 11:00 – 20:30,星期四: 11:00 – 20:30,星期五: 11:00 – 20:30,星期六: 10:30 – 20:30,星期日: 10:30 – 20:30,,,https://maps.google.com/?cid=1860665001689028167, 想陽明山,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d20386396-Reviews-The_Cafe_By-Shilin_Taipei.html,"111 台灣 士林台北 No. 30, Guanghua Road",+886 2 2862 6628,4.5,"咖啡廳, 歐式料理, 多國料理, 中歐料理, 南美料理, 中美料理",2
569,牛肉拌麵,111台灣台北市士林區光華路26巷16之2號,4.4,1483,25.1372727,121.5413663,+886 2 2861 9189,星期一: 11:00 – 15:00,星期二: 11:00 – 15:00,星期三: 11:00 – 15:00,星期四: 11:00 – 15:00,星期五: 11:00 – 15:00,星期六: 11:00 – 15:00,星期日: 11:00 – 15:00,,,https://maps.google.com/?cid=15219927397849280480, 牛肉拌麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6137595-Reviews-Beef_Noodle-Shilin_Taipei.html,"111 台灣 士林台北 No. 16-2, Ln. 36, Guanghua Rd., Shilin Dist",+886 2 2861 9189,4.5,亞洲料理,10
571,BRICK YARD 33 1/3美軍俱樂部,111台灣台北市士林區凱旋路49號,4.1,6273,25.135525,121.5434171,+886 2 2861 8282,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 10:30 – 20:30,星期日: 10:30 – 20:30,,TRUE,https://maps.google.com/?cid=6011962282694358136, 美軍俱樂部,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d12075909-Reviews-Brick_Yard_33_1_3-Shilin_Taipei.html,111 台灣 士林台北 士林区凯旋路49号,+886 2 2861 8282,3.5,"美式料理, 咖啡廳",28
573,華美丼飯(原華美自助餐廳),111台灣台北市士林區華岡路47巷5號,4.5,84,25.137615,121.541459,+886 2 2861 6778,"星期一: 11:00 – 15:00, 17:00 – 20:00","星期二: 11:00 – 15:00, 17:00 – 20:00","星期三: 11:00 – 15:00, 17:00 – 20:00","星期四: 11:00 – 15:00, 17:00 – 20:00","星期五: 11:00 – 15:00, 17:00 – 20:00",星期六: 休息,星期日: 休息,,TRUE,https://maps.google.com/?cid=13606442677330973873, 華美自助餐,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6136222-Reviews-Hua_Mei_Buffet-Shilin_Taipei.html,"台灣 士林台北 No. 5, Ln. 47, Huagang Rd., Shilin Dist",+886 2 2861 6778,,"亞洲料理, 台灣小吃/台菜",0
574,火鍋世家-北投中和尊爵店,112台灣台北市北投區中和街28號,4.1,809,25.137904,121.503053,+886 2 2896 5222,星期一: 11:30 – 21:30,星期二: 11:30 – 21:30,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,,https://maps.google.com/?cid=584663699777352749, 火鍋世家,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d17722766-Reviews-Huo_Guo_Shi_Jia-Beitou_Taipei.html,112 台灣 北投台北 中和街28号,+886 2 2896 5222,4,"午餐, 晚餐",1
575,Irene's Lounge,"No. 78, Tianmu East Road, 士林區台北市台灣 111",3.7,150,25.118031,121.535247,+886 2 2873 8898,星期一: 18:00 – 02:00,星期二: 休息,星期三: 18:00 – 02:00,星期四: 18:00 – 02:00,星期五: 18:00 – 02:00,星期六: 18:00 – 02:00,星期日: 18:00 – 01:00,,,https://maps.google.com/?cid=2279696155374652214, Irene's Lounge,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d15632582-Reviews-Irene_s_Lounge-Shilin_Taipei.html,111 台灣 士林台北 天母东路78号,+886 2 2873 8898,5,酒吧/夜店,1
576,女娘的店,111台灣台北市士林區天母東路97號,4.3,1016,25.1183404,121.5360648,+886 2 2874 1981,星期一: 休息,星期二: 17:00 – 21:30,星期三: 17:00 – 21:30,星期四: 17:00 – 21:30,星期五: 17:00 – 21:30,"星期六: 11:30 – 14:00, 17:00 – 21:30","星期日: 11:30 – 14:00, 17:00 – 21:30",,,https://maps.google.com/?cid=5360931727351163222, 女娘的店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6141141-Reviews-Nu_Niang-Shilin_Taipei.html,"台灣 士林台北 No. 97, Tianmu E. Rd., Shilin Dist",+886 2 2874 1981,4.5,多國料理,8
577,五花馬水餃館 台北天母門市,111台灣台北市士林區天母西路60號,3.9,1379,25.1185176,121.5243257,+886 2 2876 2013,"星期一: 10:30 – 14:00, 17:00 – 20:30","星期二: 10:30 – 14:00, 17:00 – 20:30","星期三: 10:30 – 14:00, 17:00 – 20:30","星期四: 10:30 – 14:00, 17:00 – 20:30","星期五: 10:30 – 14:00, 17:00 – 20:30","星期六: 10:30 – 14:00, 17:00 – 20:30","星期日: 10:30 – 14:00, 17:00 – 20:30",,,https://maps.google.com/?cid=16656790919679698071, 五花馬水餃館 - 天母,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6138822-Reviews-Wu_Wha_Ma_Dumplings_Chinese_Restaurant_Tianmu-Shilin_Taipei.html,"台灣 士林台北 No.60 Tianmu West Road, Shilin District",+886 2 2876 2013,4,"中式料理, 亞洲料理, 台灣小吃/台菜",26
578,老外一品牛肉麵,10491台灣台北市中山區吉林路403號,4.2,739,25.0659567,121.5305213,+886 2 2585 3303,"星期一: 11:30 – 15:00, 16:30 – 21:00","星期二: 11:30 – 15:00, 16:30 – 21:00","星期三: 11:30 – 15:00, 16:30 – 21:00","星期四: 11:30 – 15:00, 16:30 – 21:00","星期五: 11:30 – 15:00, 16:30 – 21:00",星期六: 11:30 – 21:00,星期日: 11:30 – 21:00,,,https://maps.google.com/?cid=17015707045510582519, 老外一品牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d6149126-Reviews-Lao_Wai_Yi_Pin_Beef_Noodles-Zhongshan_District_Taipei.html,"台灣 中山區台北 No. 403, Jilin Rd., Zhongshan Dist",+886 2 2585 3303,4.5,亞洲料理,12
580,維傑 印度餐廳,104台灣台北市中山區復興北路432號1樓,4.9,3077,25.063427,121.5440765,+886 918 222 165,"星期一: 11:30 – 14:30, 17:30 – 21:30",星期二: 休息,"星期三: 11:30 – 14:30, 17:30 – 21:30","星期四: 11:30 – 14:30, 17:30 – 21:30","星期五: 11:30 – 14:30, 17:30 – 21:30","星期六: 11:30 – 14:30, 17:30 – 21:30","星期日: 11:30 – 14:30, 17:30 – 21:30",,,https://maps.google.com/?cid=4928236916888895162, Veer Jee's Indian Restaurant,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d23551025-Reviews-Veer_Jee_s_Indian_Restaurant-Zhongshan_District_Taipei.html,"104 台灣 中山區台北 1 Floor, Number 432 Fuxing North Road 1 Floor Number 432",+886 918 222 165,,印度料理,0
581,一郎日本料理,10491台灣台北市中山區民族東路336號5F,4,1651,25.0672637,121.5367524,+886 2 2502 7542,"星期一: 11:30 – 14:00, 17:00 – 21:00","星期二: 11:30 – 14:00, 17:00 – 21:00","星期三: 11:30 – 14:00, 17:00 – 21:00","星期四: 11:30 – 14:00, 17:00 – 21:00","星期五: 11:30 – 14:00, 17:00 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=17689138535507957691, 一郎台日式海鮮宴會廣場-濱江店,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d14086984-Reviews-Yilang_Tai_Ri_Shi_Haixian_Yanhui_Guangchang_Binjiang-Zhongshan_District_Taipei.html,10491 台灣 中山區台北 民族东路336号 5楼,+886 2 2502 7542,3,"日式料理, 海鮮, 亞洲料理, 晚餐, 台灣小吃/台菜",3
582,老地方牛肉麵,10491台灣台北市中山區興安街51-8號,4.1,493,25.056185,121.5413954,+886 2 2517 9528,"星期一: 11:30 – 15:00, 17:30 – 21:00","星期二: 11:30 – 15:00, 17:30 – 21:00","星期三: 11:30 – 15:00, 17:30 – 21:00","星期四: 11:30 – 15:00, 17:30 – 21:00","星期五: 11:30 – 15:00, 17:30 – 21:00",星期六: 休息,"星期日: 11:30 – 15:00, 17:30 – 21:00",,,https://maps.google.com/?cid=13722669418010751032, 老地方,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d17607075-Reviews-Lao_Difang_Beef_Noodle_Restaurant-Zhongshan_District_Taipei.html,台灣 中山區台北 兴安街51-8号,+886 2 2517 9528,,"中式料理, 亞洲料理, 台灣小吃/台菜",0
583,Asado阿根廷異國料理,106台灣台北市大安區信義路三段99巷11號,4.4,215,25.034317,121.5387046,+886 2 2707 2525,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 休息,,,https://maps.google.com/?cid=2286399970103053299, Asado,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d19120697-Reviews-Asado-Da_an_Taipei.html,106 台灣 大安台北 信义路三段99巷11号,+886 2 2707 2525,5,"牛排, 亞洲料理, 烤肉, 台灣小吃/台菜, 阿根廷料理, 南美料理",2
584,西堤牛排 台北復興南店,106台灣台北市大安区复兴南路一段152號3F,4.6,8639,25.0422741,121.5434409,+886 2 2711 2231,"星期一: 11:30 – 14:00, 17:30 – 21:00","星期二: 11:30 – 14:00, 17:30 – 21:00","星期三: 11:30 – 14:00, 17:30 – 21:00","星期四: 11:30 – 14:00, 17:30 – 21:00","星期五: 11:30 – 14:00, 17:30 – 21:00","星期六: 11:30 – 14:00, 17:00 – 21:00","星期日: 11:30 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=1711591393352012716, 西堤 - 台北復興南店,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d7314077-Reviews-Tasty_Steak_Taipei_Fuxing_S_Branch-Da_an_Taipei.html,台灣 大安台北 大安区复兴南路一段152号3楼,+886 2 2711 2231,4,美式料理,16
585,范姜川味牛肉麵,106台灣台北市大安區信義路三段107號,4.1,418,25.0338282,121.5390357,+886 2 2702 3286,"星期一: 11:00 – 14:00, 17:00 – 20:00",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00",星期日: 11:00 – 14:30,,,https://maps.google.com/?cid=15158591058870671493, 范姜川味牛肉麵,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d15779549-Reviews-Fan_Jiang_Chuan_Wei_Beef_Noodle_Restaurant-Da_an_Taipei.html,台灣 大安台北 信义路三段107号,+886 2 2702 3286,4.5,,3
586,大福利餐廳（開心素食）,116台灣台北市文山區興隆路一段167號,4.1,455,25.0014114,121.5427322,+886 2 2935 6298,"星期一: 11:00 – 14:00, 17:00 – 20:00",星期二: 休息,"星期三: 11:00 – 14:00, 17:00 – 20:00","星期四: 11:00 – 14:00, 17:00 – 20:00","星期五: 11:00 – 14:00, 17:00 – 20:00","星期六: 11:00 – 14:00, 17:00 – 20:00","星期日: 11:00 – 14:00, 17:00 – 20:00",,TRUE,https://maps.google.com/?cid=1652491570823179056, 福利餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808394-d6147333-Reviews-Fu_Li_Restaurant-Wenshan_Taipei.html,"台灣 文山台北 No. 167, Sec. 1, Xinglong Rd., Wenshan Dist",+886 2 2935 6298,,中式料理,0
587,芝加哥比薩,106台灣台北市大安區復興南路二段379號,4.4,684,25.0222665,121.5435347,+886 2 2707 2121,星期一: 11:00 – 20:00,星期二: 11:00 – 20:00,星期三: 11:00 – 20:00,星期四: 11:00 – 20:00,星期五: 11:00 – 20:00,星期六: 11:00 – 20:00,星期日: 11:00 – 20:00,,TRUE,https://maps.google.com/?cid=8043745091767872811, Chicago Pizza Factory,https://www.tripadvisor.com.tw/Restaurant_Review-g13811269-d8673772-Reviews-Chicago_Pizza_Factory-Da_an_Taipei.html,106 台灣 大安台北 大安区复兴南路二段378号,+886 2 2707 2121,4.5,,9
588,順園小館,100台灣台北市中正區汀州路三段281號,4,2012,25.012306,121.535557,+886 2 2368 7432,"星期一: 11:00 – 13:50, 17:00 – 20:50","星期二: 11:00 – 13:50, 17:00 – 20:50","星期三: 11:00 – 13:50, 17:00 – 20:50","星期四: 11:00 – 13:50, 17:00 – 20:50","星期五: 11:00 – 13:50, 17:00 – 20:50","星期六: 11:00 – 14:20, 17:00 – 20:50","星期日: 11:00 – 14:20, 17:00 – 20:50",,TRUE,https://maps.google.com/?cid=11247103603898198318, 順園小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6141109-Reviews-Shun_Yuan_Xiao_Guan_Noodle-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 281, Sec. 3, Tingzhou Rd., Zhongzheng Dist",+886 2 2368 7432,4,"中式料理, 亞洲料理",24
589,泰國小館 SaraThai,100台灣台北市中正區汀州路三段219號,3.9,2582,25.014113,121.533806,+886 2 2367 0739,星期一: 11:30 – 21:30,星期二: 休息,星期三: 11:30 – 21:30,星期四: 11:30 – 21:30,星期五: 11:30 – 21:30,星期六: 11:30 – 21:30,星期日: 11:30 – 21:30,,TRUE,https://maps.google.com/?cid=9083937957156026189, 泰國小館,https://www.tripadvisor.com.tw/Restaurant_Review-g13808853-d6143702-Reviews-Sara_Thai_Food-Zhongzheng_District_Taipei.html,"台灣 中正區台北 No. 219, Sec. 3, Tingzhou Rd., Zhongzheng Dist",+886 2 2367 0739,3.5,泰式料理,17
590,冠宸食館,112台灣台北市北投區竹子湖路67號,4.2,1747,25.1763659,121.5397246,+886 2 2862 6408,星期一: 休息,星期二: 10:30 – 14:30,星期三: 10:30 – 14:30,星期四: 10:30 – 14:30,星期五: 10:30 – 14:30,星期六: 10:30 – 14:30,星期日: 10:30 – 14:30,,,https://maps.google.com/?cid=3094836520014197356, 冠宸餐馆,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6136795-Reviews-Guan_Chen_Can_Guan-Beitou_Taipei.html,"112 台灣 北投台北 No. 67, Zhuzihu Rd.",+886 2 2862 6408,4.5,"亞洲料理, 台灣小吃/台菜",23
591,(櫻崗溫泉會館)櫻崗山莊溫泉餐廳,112台灣台北市北投區行義路300巷3號,3.4,54,25.1390249,121.5292749,+886 2 2871 8965,星期一: 07:00 – 02:00,星期二: 07:00 – 02:00,星期三: 07:00 – 02:00,星期四: 07:00 – 02:00,星期五: 07:00 – 02:00,星期六: 07:00 – 02:00,星期日: 07:00 – 02:00,,,https://maps.google.com/?cid=16859032860747662127, 櫻崗溫泉會館,https://www.tripadvisor.com.tw/Restaurant_Review-g13806427-d6150693-Reviews-Sakuraoka-Beitou_Taipei.html,"台灣 北投台北 No. 3, Ln. 300, Xingyi Rd., Beitou Dist",+886 2 2871 8965,4.5,,3
593,京之最日式餐廳陽明山店,111台灣台北市士林區愛富二街3號,4,1160,25.138728,121.545066,+886 2 6617 9988,"星期一: 11:00 – 14:00, 17:00 – 21:00","星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,,https://maps.google.com/?cid=16048981884692772500, 京之最陽明山店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d16660694-Reviews-CMC_Kyoto_Yangmingshan-Shilin_Taipei.html,11193 台灣 士林台北 爱富二街3号,+886 2 6617 9988,5,日式料理,2
594,江家牛肉麵永和豆漿(天母店),111台灣台北市士林區天母西路41巷2號,3.9,1095,25.1188743,121.5274744,+886 2 2872 2821,星期一: 06:00 – 00:00,星期二: 06:00 – 00:00,星期三: 06:00 – 00:00,星期四: 06:00 – 00:00,星期五: 06:00 – 00:00,星期六: 06:00 – 00:00,星期日: 06:00 – 00:00,,,https://maps.google.com/?cid=4889236668562727932, 江家黃牛肉麵店,https://www.tripadvisor.com.tw/Restaurant_Review-g13806879-d6139329-Reviews-Jiang_Jia_Huang_Beef_Noodles-Shilin_Taipei.html,"台灣 士林台北 No. 2, Ln. 41, Tianmu W. Rd., Shilin Dist",+886 2 2872 2821,3.5,亞洲料理,7
595,GMT義大利餐廳,10491台灣台北市中山區樂群二路55號,4.4,916,25.0806504,121.5536392,+886 2 7722 3396,"星期一: 11:30 – 14:30, 18:00 – 22:00","星期二: 11:30 – 14:30, 18:00 – 22:00","星期三: 11:30 – 14:30, 18:00 – 22:00","星期四: 11:30 – 14:30, 18:00 – 22:00","星期五: 11:30 – 14:30, 18:00 – 22:00","星期六: 11:00 – 14:30, 18:00 – 22:00","星期日: 11:00 – 14:30, 18:00 – 22:00",,TRUE,https://maps.google.com/?cid=10266355212768720694, GMT義大利餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13808671-d14912883-Reviews-GMT_Italian_Restaurant_Grand_Mayfull_Hotel_Taipei-Zhongshan_District_Taipei.html,10462 台灣 中山區台北 乐群二路55号 4楼,+886 2 7722 3396,4,"義式料理, 牛排, 海鮮, 晚餐, 湯品",10
596,聚園餐廳,105台灣台北市松山區民生東路三段113巷25弄39號,4.1,920,25.0592288,121.547341,+886 2 2718 5477,星期一: 休息,"星期二: 11:00 – 14:00, 17:00 – 21:00","星期三: 11:00 – 14:00, 17:00 – 21:00","星期四: 11:00 – 14:00, 17:00 – 21:00","星期五: 11:00 – 14:00, 17:00 – 21:00","星期六: 11:00 – 14:00, 17:00 – 21:00","星期日: 11:00 – 14:00, 17:00 – 21:00",,FALSE,https://maps.google.com/?cid=6395140831733165308, 北平聚園餐廳,https://www.tripadvisor.com.tw/Restaurant_Review-g13806900-d6147795-Reviews-Bei_Ping_Ju_Yuan_Restaurant-Songshan_Taipei.html,"台灣 松山台北 No. 39, Aly. 25, Ln. 113, Sec. 3, Minsheng E. Rd., Songshan Dist",+886 2 2718 5477,4.5,中式料理,4
